"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.508775017E1,-6.753955078E-1,1.065035248E0,9.745484161E0,9.826745174E0
8.509775017E1,-6.237528992E-1,1.053209839E0,9.763895874E0,9.840324247E0
8.510775017E1,-6.298901367E-1,1.074016571E0,9.777218170E0,9.856179195E0
8.511775017E1,-6.509962463E-1,1.123563538E0,9.831555176E0,9.916938454E0
8.512775017E1,-6.665638733E-1,1.127006378E0,9.843829651E0,9.930530347E0
8.513774917E1,-6.583309937E-1,1.100810852E0,9.838440857E0,9.921698581E0
8.514774917E1,-6.590794373E-1,1.121318207E0,9.835896149E0,9.921521722E0
8.515774917E1,-6.378236389E-1,1.143921204E0,9.809700623E0,9.896746992E0
8.516774917E1,-5.969586182E-1,1.157542877E0,9.779762878E0,9.866104959E0
8.517774917E1,-5.797444153E-1,1.181493073E0,9.783804474E0,9.871922784E0
8.518774817E1,-5.608836365E-1,1.182690582E0,9.805359650E0,9.892341751E0
8.519774817E1,-5.640270996E-1,1.151854706E0,9.815688171E0,9.899122694E0
8.520774817E1,-5.785469055E-1,1.130898285E0,9.836195526E0,9.917882328E0
8.521774817E1,-5.885760498E-1,1.122815094E0,9.824819183E0,9.906271119E0
8.522774817E1,-5.807922363E-1,1.141226807E0,9.807305603E0,9.890549097E0
8.523774817E1,-5.980064392E-1,1.175505524E0,9.803413696E0,9.891731145E0
8.524774717E1,-6.179150391E-1,1.190175018E0,9.775272217E0,9.866827377E0
8.525774717E1,-6.126759338E-1,1.198557587E0,9.784103851E0,9.876264489E0
8.526774717E1,-5.926176453E-1,1.206341400E0,9.780810699E0,9.872725722E0
8.527774717E1,-5.679190063E-1,1.200802917E0,9.761650543E0,9.851613115E0
8.528774717E1,-5.682183838E-1,1.211430817E0,9.780960388E0,9.872062746E0
8.529774617E1,-5.662724304E-1,1.220561829E0,9.776469727E0,9.868626853E0
8.530774617E1,-5.780978394E-1,1.195414124E0,9.755962372E0,9.845913560E0
8.531774617E1,-5.801934814E-1,1.172062683E0,9.774673462E0,9.861774521E0
8.532774617E1,-5.800437927E-1,1.156644745E0,9.749525757E0,9.835015524E0
8.533774617E1,-6.101312256E-1,1.167721710E0,9.751471710E0,9.840072897E0
8.534774517E1,-5.884263611E-1,1.149160309E0,9.762698364E0,9.847694875E0
8.535774517E1,-5.701643372E-1,1.132993927E0,9.776170349E0,9.858106781E0
8.536774517E1,-5.950126648E-1,1.127156067E0,9.811646576E0,9.894085577E0
8.537774517E1,-5.725593567E-1,1.120120697E0,9.823322296E0,9.903542575E0
8.538774517E1,-5.709127808E-1,1.141077118E0,9.812395020E0,9.895003507E0
8.539774417E1,-5.807922363E-1,1.167422333E0,9.793085175E0,9.879509692E0
8.540774417E1,-5.879772949E-1,1.165326691E0,9.785600739E0,9.872268504E0
8.541774417E1,-5.836363220E-1,1.156794434E0,9.795629883E0,9.880949829E0
8.542774417E1,-5.721102905E-1,1.157093811E0,9.789642334E0,9.874374578E0
8.543774417E1,-5.587879944E-1,1.179547119E0,9.782606964E0,9.869294526E0
8.544774417E1,-5.900729370E-1,1.205592957E0,9.778864746E0,9.870553995E0
8.545774317E1,-6.426136780E-1,1.219364319E0,9.749226379E0,9.846177770E0
8.546774317E1,-6.722520447E-1,1.215023346E0,9.726174316E0,9.824798796E0
8.547774317E1,-6.899153137E-1,1.208586731E0,9.698930969E0,9.798261426E0
8.548774317E1,-7.036866760E-1,1.239572296E0,9.649384003E0,9.754092784E0
8.549774317E1,-6.836283875E-1,1.283580780E0,9.623188477E0,9.732455181E0
8.550774217E1,-6.352789307E-1,1.262175293E0,9.592352600E0,9.695869956E0
8.551774217E1,-5.959107971E-1,1.221609650E0,9.587412872E0,9.683280715E0
8.552774217E1,-5.933660889E-1,1.196012878E0,9.589508514E0,9.682004114E0
8.553774217E1,-5.885760498E-1,1.185834045E0,9.645641785E0,9.736068487E0
8.554774217E1,-6.349795532E-1,1.230590973E0,9.657916260E0,9.756684870E0
8.555774117E1,-7.036866760E-1,1.286275177E0,9.667496338E0,9.778045010E0
8.556774117E1,-7.571255493E-1,1.323847046E0,9.703571320E0,9.822683261E0
8.557774117E1,-7.595205688E-1,1.309327240E0,9.739047546E0,9.855975671E0
8.558774117E1,-7.018904114E-1,1.271156616E0,9.749825134E0,9.857361688E0
8.559774117E1,-6.171665955E-1,1.226100311E0,9.777816925E0,9.873698415E0
8.560774017E1,-5.285508728E-1,1.232536926E0,9.791288910E0,9.882704681E0
8.561774017E1,-5.206173706E-1,1.260678406E0,9.814490662E0,9.908813220E0
8.562774017E1,-5.502557373E-1,1.256187744E0,9.810449066E0,9.905841706E0
8.563774017E1,-6.089337158E-1,1.248104553E0,9.791737976E0,9.889726884E0
8.564774017E1,-6.738986206E-1,1.227148132E0,9.779762878E0,9.879463237E0
8.565773917E1,-7.225474548E-1,1.227597198E0,9.732760620E0,9.836447478E0
8.566773917E1,-7.400610352E-1,1.249601440E0,9.702074432E0,9.810170355E0
8.567773917E1,-7.316784668E-1,1.272354126E0,9.641300812E0,9.752380209E0
8.568773917E1,-7.256909180E-1,1.310524750E0,9.611213379E0,9.727256810E0
8.569773917E1,-6.959028625E-1,1.322200470E0,9.638606415E0,9.753728953E0
8.570773917E1,-6.701564026E-1,1.297052765E0,9.645941162E0,9.755800141E0
8.571773817E1,-6.628216553E-1,1.284628601E0,9.668544159E0,9.776008866E0
8.572773817E1,-6.806346130E-1,1.280736694E0,9.702972565E0,9.810770946E0
8.573773817E1,-7.006929016E-1,1.299747162E0,9.714348907E0,9.825929367E0
8.574773817E1,-6.960525513E-1,1.349144440E0,9.712852020E0,9.830776889E0
8.575773817E1,-6.758445740E-1,1.341061249E0,9.699529724E0,9.815094907E0
8.576773717E1,-6.628216553E-1,1.307081909E0,9.686656494E0,9.796892859E0
8.577773717E1,-6.586303711E-1,1.298849030E0,9.711953888E0,9.820532118E0
8.578773717E1,-6.466552734E-1,1.286275177E0,9.710457001E0,9.816600330E0
8.579773717E1,-6.623725891E-1,1.286574554E0,9.748777313E0,9.855590831E0
8.580773717E1,-6.325845337E-1,1.275647278E0,9.795031128E0,9.897983328E0
8.581773613E1,-6.099815369E-1,1.240470428E0,9.813442841E0,9.910323140E0
8.582773613E1,-6.011499023E-1,1.225501556E0,9.826166382E0,9.920523224E0
8.583773612E1,-6.062393188E-1,1.231638794E0,9.807006226E0,9.902617398E0
8.584773612E1,-6.333329773E-1,1.254241791E0,9.759105835E0,9.859735282E0
8.585773613E1,-6.367758179E-1,1.264121246E0,9.716893616E0,9.819445377E0
8.586773513E1,-6.402186584E-1,1.279239807E0,9.679621124E0,9.784753422E0
8.587773513E1,-6.385720825E-1,1.285676422E0,9.667196960E0,9.773199846E0
8.588773513E1,-6.282435608E-1,1.239272919E0,9.680968323E0,9.780165387E0
8.589773513E1,-6.415658569E-1,1.239721985E0,9.688153381E0,9.788198674E0
8.590773512E1,-6.728507996E-1,1.256187744E0,9.702523499E0,9.806615017E0
8.591773412E1,-6.695576477E-1,1.246457977E0,9.698781281E0,9.801444958E0
8.592773412E1,-6.487509155E-1,1.247206421E0,9.716145172E0,9.817325431E0
8.593773413E1,-6.589297485E-1,1.276695099E0,9.718689880E0,9.824310244E0
8.594773413E1,-6.659651184E-1,1.293909302E0,9.720635834E0,9.828960872E0
8.595773413E1,-6.620732117E-1,1.296304321E0,9.750423889E0,9.858474114E0
8.596773413E1,-6.436614990E-1,1.285077667E0,9.764195251E0,9.869408982E0
8.597773313E1,-6.096821594E-1,1.276994476E0,9.789941711E0,9.891682665E0
8.598773312E1,-5.403762817E-1,1.264270935E0,9.817634125E0,9.913441750E0
8.599773312E1,-5.381309509E-1,1.283131714E0,9.876012726E0,9.973546976E0
8.600773313E1,-5.954617310E-1,1.274749146E0,9.841883698E0,9.941943209E0
8.601773313E1,-5.773493958E-1,1.249451752E0,9.844727783E0,9.940479220E0
8.602773213E1,-5.724096680E-1,1.266216888E0,9.852960663E0,9.950466917E0
8.603773213E1,-6.364764404E-1,1.299747162E0,9.758507080E0,9.865237218E0
8.604773213E1,-6.509962463E-1,1.333576813E0,9.737850037E0,9.850276471E0
8.605773212E1,-6.539900208E-1,1.359023895E0,9.688602448E0,9.805287669E0
8.606773212E1,-6.463558960E-1,1.363963623E0,9.680070190E0,9.797036879E0
8.607773112E1,-6.141728210E-1,1.309476929E0,9.703870697E0,9.811067454E0
8.608773113E1,-6.219566345E-1,1.292262726E0,9.727820892E0,9.832968642E0
8.609773113E1,-6.584806824E-1,1.315165100E0,9.732910309E0,9.843413998E0
8.610773113E1,-6.875202942E-1,1.342558136E0,9.715247040E0,9.831641346E0
8.611773113E1,-7.039860535E-1,1.360371094E0,9.697733459E0,9.817954987E0
8.612773013E1,-7.192543030E-1,1.349892883E0,9.671987000E0,9.792184132E0
8.613773012E1,-7.253915405E-1,1.328487396E0,9.669292603E0,9.787047107E0
8.614773012E1,-7.179071045E-1,1.312021637E0,9.651629333E0,9.766818324E0
8.615773013E1,-6.935078430E-1,1.327289886E0,9.632618866E0,9.748333077E0
8.616773013E1,-6.950047302E-1,1.337468719E0,9.625882874E0,9.743175830E0
8.617772913E1,-6.851252747E-1,1.298100586E0,9.617949371E0,9.729306855E0
8.618772913E1,-6.888674927E-1,1.283281403E0,9.619296570E0,9.728937048E0
8.619772913E1,-7.200027466E-1,1.303489380E0,9.636810150E0,9.751184461E0
8.620772912E1,-7.641609192E-1,1.308878174E0,9.645192719E0,9.763546823E0
8.621772912E1,-7.792794800E-1,1.296154633E0,9.652976532E0,9.770734326E0
8.622772913E1,-7.966433716E-1,1.293609924E0,9.661059723E0,9.779782322E0
8.623772813E1,-8.120613098E-1,1.295106812E0,9.658215637E0,9.778439268E0
8.624772813E1,-7.809260559E-1,1.282383270E0,9.681118011E0,9.796856552E0
8.625772813E1,-7.361691284E-1,1.288819885E0,9.723779297E0,9.836406127E0
8.626772813E1,-6.662644958E-1,1.279090118E0,9.778864746E0,9.884643425E0
8.627772812E1,-6.541397095E-1,1.272054749E0,9.805209961E0,9.908994118E0
8.628772712E1,-6.864724731E-1,1.298250275E0,9.838889923E0,9.947886869E0
8.629772712E1,-7.116201782E-1,1.289867706E0,9.835147705E0,9.944862611E0
8.630772713E1,-7.343728638E-1,1.293160858E0,9.820927277E0,9.932883825E0
8.631772713E1,-7.801776123E-1,1.352587280E0,9.787846069E0,9.911614406E0
8.632772713E1,-8.006849670E-1,1.382674713E0,9.758207703E0,9.888149642E0
8.633772613E1,-7.547305298E-1,1.361867981E0,9.694739685E0,9.818975513E0
8.634772613E1,-7.009922791E-1,1.348246307E0,9.664652252E0,9.783387013E0
8.635772612E1,-6.635700989E-1,1.338366852E0,9.653575287E0,9.768473111E0
8.636772612E1,-6.349795532E-1,1.307680664E0,9.638606415E0,9.747613112E0
8.637772613E1,-6.379733276E-1,1.286125488E0,9.634864197E0,9.741238978E0
8.638772513E1,-6.647676086E-1,1.256487122E0,9.603878632E0,9.708509702E0
8.639772513E1,-7.099736023E-1,1.248403931E0,9.587412872E0,9.694382934E0
8.640772513E1,-7.497908020E-1,1.263672180E0,9.570198669E0,9.682342495E0
8.641772513E1,-7.909552002E-1,1.286125488E0,9.532477112E0,9.651313319E0
8.642772512E1,-7.955955505E-1,1.276246033E0,9.517957306E0,9.636041070E0
8.643772412E1,-7.656578064E-1,1.257834320E0,9.536518707E0,9.649537197E0
8.644772412E1,-6.872209167E-1,1.236877899E0,9.586065674E0,9.689932643E0
8.645772413E1,-6.222560120E-1,1.220262451E0,9.649683380E0,9.746416384E0
8.646772413E1,-6.164181519E-1,1.219364319E0,9.671388245E0,9.767423983E0
8.647772413E1,-6.448590088E-1,1.281185760E0,9.694589996E0,9.800120167E0
8.648772413E1,-7.006929016E-1,1.324894867E0,9.718839569E0,9.833725618E0
8.649772313E1,-7.360194397E-1,1.337019653E0,9.738299103E0,9.857170770E0
8.650772312E1,-7.650590515E-1,1.323697357E0,9.750723267E0,9.869857865E0
8.651772312E1,-7.345225525E-1,1.308429108E0,9.790241089E0,9.904561105E0
8.652772313E1,-6.357279968E-1,1.273851013E0,9.824519806E0,9.927136340E0
8.653772313E1,-5.457650757E-1,1.252744904E0,9.864636383E0,9.958829263E0
8.654772213E1,-5.298980713E-1,1.260229340E0,9.908046112E0,1.000191720E1
8.655772213E1,-5.355862427E-1,1.239123230E0,9.921218719E0,1.001263501E1
8.656772213E1,-5.794450378E-1,1.244212646E0,9.920170898E0,1.001466986E1
8.657772212E1,-6.239025879E-1,1.262324982E0,9.922565918E0,1.002197751E1
8.658772212E1,-6.544390869E-1,1.261576538E0,9.885293427E0,9.986936067E0
8.659772112E1,-6.914122009E-1,1.272653503E0,9.854457550E0,9.960322855E0
8.660772113E1,-7.336244202E-1,1.297052765E0,9.813442841E0,9.925936281E0
8.661772113E1,-7.662565613E-1,1.285975800E0,9.762249298E0,9.876355311E0
8.662772113E1,-7.601193237E-1,1.243164825E0,9.742640076E0,9.851003797E0
8.663772113E1,-7.274871826E-1,1.169218597E0,9.689201202E0,9.786568841E0
8.664772013E1,-6.762936401E-1,1.152004395E0,9.673483887E0,9.765284313E0
8.665772012E1,-6.282435608E-1,1.172811127E0,9.662556610E0,9.753726270E0
8.666772012E1,-6.174659729E-1,1.188678131E0,9.661957855E0,9.754365665E0
8.667772013E1,-6.399192810E-1,1.206341400E0,9.711205444E0,9.806746017E0
8.668772013E1,-6.837780762E-1,1.187630310E0,9.717192993E0,9.813351001E0
8.669771913E1,-7.316784668E-1,1.200204163E0,9.759105835E0,9.859816941E0
8.670771913E1,-7.499404907E-1,1.227297821E0,9.784403229E0,9.889550911E0
8.671771913E1,-7.297325134E-1,1.253792725E0,9.758656769E0,9.865895178E0
8.672771912E1,-6.981481934E-1,1.267414398E0,9.739646301E0,9.846545599E0
8.673771912E1,-6.487509155E-1,1.261576538E0,9.750274200E0,9.852933578E0
8.674771913E1,-5.769003296E-1,1.209784241E0,9.778265991E0,9.869694914E0
8.675771813E1,-4.858895874E-1,1.159638519E0,9.852062531E0,9.931967896E0
8.676771813E1,-4.604425049E-1,1.145567780E0,9.888287201E0,9.965066814E0
8.677771813E1,-4.972659302E-1,1.165177002E0,9.907297668E0,9.987965656E0
8.678771813E1,-5.462141418E-1,1.190624084E0,9.926757202E0,1.001281400E1
8.679771812E1,-5.932164001E-1,1.197958832E0,9.919871521E0,1.000953855E1
8.680771712E1,-6.436614990E-1,1.214873657E0,9.882000275E0,9.977181343E0
8.681771804E1,-6.664141846E-1,1.268312531E0,9.830956421E0,9.934808941E0
8.682771804E1,-6.538403320E-1,1.307530975E0,9.773475952E0,9.882205048E0
8.683771804E1,-6.146218872E-1,1.320553894E0,9.733359375E0,9.841743106E0
8.684771804E1,-5.691165161E-1,1.314416656E0,9.703721008E0,9.808862633E0
8.685771704E1,-5.191204834E-1,1.279539185E0,9.698631592E0,9.796436156E0
8.686771704E1,-4.989125061E-1,1.261576538E0,9.697134705E0,9.791573445E0
8.687771704E1,-5.325924683E-1,1.281335449E0,9.673184509E0,9.772204143E0
8.688771704E1,-5.676196289E-1,1.299896851E0,9.648635559E0,9.752337772E0
8.689771704E1,-6.095324707E-1,1.307530975E0,9.617799683E0,9.725391397E0
8.690771604E1,-6.412664795E-1,1.290316772E0,9.596843262E0,9.704408311E0
8.691771604E1,-6.445596313E-1,1.229243774E0,9.595795441E0,9.695658179E0
8.692771604E1,-6.584806824E-1,1.205892334E0,9.591903534E0,9.689808385E0
8.693771604E1,-6.616241455E-1,1.218765564E0,9.595046997E0,9.694744086E0
8.694771604E1,-6.503974915E-1,1.236129456E0,9.621392212E0,9.722253907E0
8.695771504E1,-6.171665955E-1,1.232387238E0,9.631870422E0,9.729984622E0
8.696771504E1,-6.020480347E-1,1.238374786E0,9.655521240E0,9.753210977E0
8.697771504E1,-5.921685791E-1,1.255439301E0,9.690099335E0,9.789015098E0
8.698771504E1,-5.569917297E-1,1.253493347E0,9.734407196E0,9.830573168E0
8.699771504E1,-5.189707947E-1,1.223555603E0,9.762848053E0,9.852899122E0
8.700771404E1,-4.911286926E-1,1.255139923E0,9.795180817E0,9.887474442E0
8.701771404E1,-5.234614563E-1,1.304986267E0,9.783804474E0,9.884322487E0
8.702771404E1,-5.909710693E-1,1.335522766E0,9.774224396E0,9.882728894E0
8.703771404E1,-6.322851562E-1,1.310824127E0,9.763446808E0,9.871318959E0
8.704771404E1,-6.303392029E-1,1.288520508E0,9.756112061E0,9.861000717E0
8.705771304E1,-6.230044556E-1,1.309626617E0,9.725725250E0,9.833259280E0
8.706771304E1,-6.242019653E-1,1.336420898E0,9.694889374E0,9.806453430E0
8.707771304E1,-6.071374512E-1,1.341510315E0,9.674681396E0,9.786098606E0
8.708771304E1,-5.855822754E-1,1.297202454E0,9.663305054E0,9.767553704E0
8.709771304E1,-6.008505249E-1,1.250499573E0,9.653275909E0,9.752461552E0
8.710771304E1,-6.450086975E-1,1.269659729E0,9.647737427E0,9.752277144E0
8.711771204E1,-6.854246521E-1,1.314266968E0,9.613159332E0,9.726763951E0
8.712771204E1,-6.984475708E-1,1.349443817E0,9.597741394E0,9.717276753E0
8.713771204E1,-6.887178040E-1,1.342707825E0,9.613608398E0,9.731323803E0
8.714771204E1,-6.569837952E-1,1.317560120E0,9.677974548E0,9.789319881E0
8.715771204E1,-6.430627441E-1,1.311273193E0,9.717043304E0,9.826184288E0
8.716771104E1,-6.391708374E-1,1.327289886E0,9.760902100E0,9.871446074E0
8.717771104E1,-6.346801758E-1,1.345551910E0,9.790989532E0,9.903373410E0
8.718771104E1,-6.104306030E-1,1.332379303E0,9.811646576E0,9.920497400E0
8.719771104E1,-6.340814209E-1,1.320703583E0,9.828112335E0,9.936705152E0
8.720771104E1,-6.861730957E-1,1.313668213E0,9.849667511E0,9.960547564E0
8.721771004E1,-6.954537964E-1,1.303190002E0,9.879305878E0,9.989126328E0
8.722771004E1,-6.541397095E-1,1.263971558E0,9.916728058E0,1.001833410E1
8.723771004E1,-6.063890076E-1,1.206042023E0,9.911189575E0,1.000269583E1
8.724771004E1,-5.800437927E-1,1.191222839E0,9.946815491E0,1.003466995E1
8.725771004E1,-5.875282288E-1,1.200503540E0,9.925260315E0,1.001484850E1
8.726770904E1,-6.339317322E-1,1.270707550E0,9.903854828E0,1.000514406E1
8.727770904E1,-6.744973755E-1,1.332978058E0,9.870623932E0,9.983035311E0
8.728770904E1,-6.903643799E-1,1.350491638E0,9.819729767E0,9.936172469E0
8.729770904E1,-6.759942627E-1,1.375938721E0,9.805209961E0,9.924329599E0
8.730770904E1,-6.369255066E-1,1.357227631E0,9.807904358E0,9.921830922E0
8.731770804E1,-6.189628601E-1,1.341210938E0,9.770482178E0,9.881512222E0
8.732770804E1,-6.104306030E-1,1.338965607E0,9.750723267E0,9.861138810E0
8.733770804E1,-6.234535217E-1,1.359173584E0,9.725575562E0,9.839861134E0
8.734770804E1,-6.511459351E-1,1.377285919E0,9.713450775E0,9.832193727E0
8.735770804E1,-6.586303711E-1,1.362017670E0,9.695787506E0,9.813112731E0
8.736770704E1,-6.867718506E-1,1.342408447E0,9.664203186E0,9.781131797E0
8.737770704E1,-7.183561707E-1,1.350042572E0,9.673932953E0,9.794060920E0
8.738770704E1,-7.258406067E-1,1.366957397E0,9.666149139E0,9.789272511E0
8.739770704E1,-7.307803345E-1,1.383722534E0,9.640552368E0,9.766728107E0
8.740770704E1,-6.956034851E-1,1.391805725E0,9.657766571E0,9.782302517E0
8.741770604E1,-6.261479187E-1,1.363963623E0,9.704469452E0,9.819836319E0
8.742770604E1,-5.474116516E-1,1.326990509E0,9.733359375E0,9.838640559E0
8.743770604E1,-5.110372925E-1,1.326990509E0,9.767638092E0,9.870603671E0
8.744770604E1,-5.089416504E-1,1.321152649E0,9.784852295E0,9.886748725E0
8.745770604E1,-5.279521179E-1,1.297651520E0,9.804461517E0,9.904044555E0
8.746770604E1,-5.480104065E-1,1.282982025E0,9.811796265E0,9.910484560E0
8.747770504E1,-5.803431702E-1,1.269210663E0,9.800868988E0,9.899733674E0
8.748770504E1,-5.974076843E-1,1.273102570E0,9.805509338E0,9.905841685E0
8.749770504E1,-5.938151550E-1,1.300944672E0,9.793384552E0,9.897244791E0
8.750770504E1,-6.029461670E-1,1.335223389E0,9.753118286E0,9.862539322E0
8.751770504E1,-6.108796692E-1,1.343306580E0,9.731413422E0,9.842664970E0
8.752770404E1,-6.063890076E-1,1.330283661E0,9.690847778E0,9.800504727E0
8.753770404E1,-6.210585022E-1,1.307980042E0,9.675579529E0,9.783320738E0
8.754770404E1,-6.252497864E-1,1.305135956E0,9.657167816E0,9.764999098E0
8.755770404E1,-6.300398254E-1,1.316512299E0,9.608968048E0,9.719178039E0
8.756770404E1,-6.234535217E-1,1.328188019E0,9.595046997E0,9.706580478E0
8.757770304E1,-5.962101746E-1,1.328637085E0,9.580676880E0,9.690723015E0
8.758770304E1,-5.858816528E-1,1.297950897E0,9.536967773E0,9.642701289E0
8.759770304E1,-6.150709534E-1,1.299597473E0,9.537566528E0,9.645332610E0
8.760770304E1,-6.388714600E-1,1.300196228E0,9.535770264E0,9.645184368E0
8.761770304E1,-6.584806824E-1,1.283431091E0,9.554481354E0,9.662758722E0
8.762770204E1,-6.421646118E-1,1.285676422E0,9.554780731E0,9.662255124E0
8.763770204E1,-6.255491638E-1,1.295256500E0,9.552086334E0,9.659780251E0
8.764770204E1,-6.297404480E-1,1.302441559E0,9.552385712E0,9.661314602E0
8.765770204E1,-6.448590088E-1,1.298250275E0,9.569899292E0,9.679063456E0
8.766770204E1,-6.602769470E-1,1.288520508E0,9.583820343E0,9.692567416E0
8.767770104E1,-6.756948853E-1,1.262774048E0,9.592352600E0,9.698679821E0
8.768770104E1,-6.647676086E-1,1.232985992E0,9.623637543E0,9.725048585E0
8.769770104E1,-5.908213806E-1,1.197060699E0,9.669591980E0,9.761302848E0
8.770770104E1,-5.315446472E-1,1.197509766E0,9.678573303E0,9.766849571E0
8.771770104E1,-5.489085388E-1,1.258882141E0,9.703421631E0,9.800126335E0
8.772770004E1,-5.786965942E-1,1.281934204E0,9.723030853E0,9.824234017E0
8.773770004E1,-5.819897461E-1,1.213077393E0,9.750872955E0,9.843261259E0
8.774770004E1,-5.715115356E-1,1.190474396E0,9.793683929E0,9.882312464E0
8.775770004E1,-5.923182678E-1,1.229543152E0,9.796228638E0,9.890839844E0
8.776770004E1,-6.191125488E-1,1.260379028E0,9.762249298E0,9.862726144E0
8.777770004E1,-6.445596313E-1,1.293909302E0,9.758956146E0,9.865438838E0
8.778769904E1,-6.511459351E-1,1.290167084E0,9.747280426E0,9.853831632E0
8.779769904E1,-6.475534058E-1,1.268312531E0,9.740843811E0,9.844388261E0
8.780769904E1,-6.355783081E-1,1.276695099E0,9.752070465E0,9.855799740E0
8.781769813E1,-6.098318481E-1,1.285077667E0,9.746981049E0,9.850226345E0
8.782769813E1,-5.876779175E-1,1.308279419E0,9.743987274E0,9.848971945E0
8.783769713E1,-5.658233643E-1,1.271905060E0,9.796827393E0,9.895237517E0
8.784769712E1,-5.186714172E-1,1.190773773E0,9.836644592E0,9.922022931E0
8.785769713E1,-5.340893555E-1,1.210682373E0,9.863139496E0,9.951508627E0
8.786769713E1,-5.646258545E-1,1.247056732E0,9.857151947E0,9.951753481E0
8.787769713E1,-5.845344543E-1,1.232686615E0,9.867031403E0,9.960898831E0
8.788769613E1,-5.487588501E-1,1.176852722E0,9.902058563E0,9.986835454E0
8.789769613E1,-5.528004456E-1,1.142574005E0,9.896669769E0,9.977732017E0
8.790769613E1,-5.833369446E-1,1.165925446E0,9.884544983E0,9.970150132E0
8.791769612E1,-5.984555054E-1,1.183439026E0,9.853110352E0,9.941954562E0
8.792769612E1,-6.156697083E-1,1.200653229E0,9.832303619E0,9.924455241E0
8.793769513E1,-6.279441833E-1,1.213227081E0,9.798324280E0,9.893098228E0
8.794769513E1,-6.304888916E-1,1.226549377E0,9.763297119E0,9.860218570E0
8.795769513E1,-6.204597473E-1,1.249302063E0,9.761500854E0,9.860660468E0
8.796769513E1,-6.195616150E-1,1.278790741E0,9.765841827E0,9.868679190E0
8.797769513E1,-5.939648438E-1,1.307381287E0,9.782906342E0,9.887734652E0
8.798769413E1,-5.887257385E-1,1.328487396E0,9.800419922E0,9.907558095E0
8.799769412E1,-6.173162842E-1,1.318607941E0,9.802365875E0,9.909903281E0
8.800769413E1,-6.477030945E-1,1.274000702E0,9.833800507E0,9.937113740E0
8.801769413E1,-6.384223938E-1,1.226399689E0,9.875264282E0,9.971583826E0
8.802769413E1,-6.289920044E-1,1.197659454E0,9.859097900E0,9.951473786E0
8.803769313E1,-6.402186584E-1,1.205443268E0,9.860295410E0,9.954315596E0
8.804769313E1,-6.471043396E-1,1.216520233E0,9.842931519E0,9.938911730E0
8.805769313E1,-6.307882690E-1,1.186432800E0,9.799970856E0,9.891660397E0
8.806769312E1,-6.030958557E-1,1.158740387E0,9.822124786E0,9.908609348E0
8.807769313E1,-5.623805237E-1,1.139580231E0,9.834399261E0,9.916164772E0
8.808769213E1,-5.430706787E-1,1.133892059E0,9.839039612E0,9.919039139E0
8.809769213E1,-5.400769043E-1,1.159638519E0,9.833201752E0,9.916062790E0
8.810769213E1,-5.560935974E-1,1.173858948E0,9.812544708E0,9.898142178E0
8.811769213E1,-5.740562439E-1,1.182989960E0,9.771380310E0,9.859456323E0
8.812769213E1,-6.060896301E-1,1.208137665E0,9.731712799E0,9.825129783E0
8.813769113E1,-6.243516541E-1,1.227746887E0,9.706265717E0,9.803508126E0
8.814769112E1,-6.005511475E-1,1.200353851E0,9.672585754E0,9.765266316E0
8.815769113E1,-6.042933655E-1,1.177750854E0,9.657766571E0,9.748062509E0
8.816769113E1,-5.930667114E-1,1.207239532E0,9.652078400E0,9.745346215E0
8.817769113E1,-5.969586182E-1,1.252146149E0,9.607321472E0,9.706948822E0
8.818769113E1,-6.309379578E-1,1.303489380E0,9.593999176E0,9.702679396E0
8.819769013E1,-6.611750793E-1,1.315763855E0,9.576934662E0,9.689482160E0
8.820769013E1,-6.607260132E-1,1.304537201E0,9.576036530E0,9.687045566E0
8.821769012E1,-6.590794373E-1,1.303190002E0,9.573940887E0,9.684680377E0
8.822769013E1,-6.402186584E-1,1.347198486E0,9.560917969E0,9.676568405E0
8.823769013E1,-5.987548828E-1,1.380130005E0,9.570647736E0,9.688166200E0
8.824768913E1,-5.399272156E-1,1.378333740E0,9.574240265E0,9.688002991E0
8.825768913E1,-4.918771362E-1,1.342408447E0,9.593101044E0,9.699051046E0
8.826768913E1,-4.670288086E-1,1.286574554E0,9.635313263E0,9.732042523E0
8.827768913E1,-4.754113770E-1,1.264121246E0,9.668693848E0,9.762564173E0
8.828768912E1,-5.230123901E-1,1.254690857E0,9.706265717E0,9.800988994E0
8.829768812E1,-5.852828979E-1,1.246607666E0,9.710457001E0,9.807627741E0
8.830768813E1,-6.150709534E-1,1.248104553E0,9.710007935E0,9.809196264E0
8.831768813E1,-6.161187744E-1,1.231938171E0,9.717492371E0,9.814628469E0
8.832768813E1,-6.144721985E-1,1.226998444E0,9.729766846E0,9.826060459E0
8.833768813E1,-5.709127808E-1,1.206790466E0,9.732161865E0,9.823301848E0
8.834768713E1,-5.188211060E-1,1.191522217E0,9.753417664E0,9.839616692E0
8.835768713E1,-4.926255798E-1,1.171613617E0,9.756710815E0,9.839144494E0
8.836768712E1,-5.014572144E-1,1.164129181E0,9.744735718E0,9.826827072E0
8.837768713E1,-5.334906006E-1,1.180594940E0,9.732610931E0,9.818458747E0
8.838768713E1,-5.912704468E-1,1.206042023E0,9.714199219E0,9.806620446E0
