"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.345049825E1,5.665718079E-1,7.948471069E-1,1.000130219E1,1.004882237E1
1.346049725E1,5.351371765E-1,7.611671448E-1,1.005459137E1,1.009755192E1
1.347049625E1,5.297483826E-1,7.129673767E-1,1.014395554E1,1.018276926E1
1.348049625E1,5.233117676E-1,7.128176880E-1,1.020068756E1,1.023894482E1
1.349049525E1,5.405259705E-1,7.128176880E-1,1.024185196E1,1.028084670E1
1.350049525E1,5.671705627E-1,7.200027466E-1,1.029050079E1,1.033123870E1
1.351049425E1,5.839356995E-1,7.096742249E-1,1.028735733E1,1.032832703E1
1.352049425E1,6.122268677E-1,6.671626282E-1,1.030367340E1,1.034338500E1
1.353049325E1,6.626719666E-1,6.206094360E-1,1.035965698E1,1.039936455E1
1.354049325E1,7.083270264E-1,6.029461670E-1,1.039528290E1,1.043681837E1
1.355049225E1,7.297325134E-1,6.240522766E-1,1.037687119E1,1.042119985E1
1.356049125E1,7.466473389E-1,6.499484253E-1,1.031759445E1,1.036497325E1
1.357049125E1,7.273374939E-1,7.045848083E-1,1.029648834E1,1.034616508E1
1.358049025E1,6.988966370E-1,7.541317749E-1,1.031340317E1,1.036452875E1
1.359049025E1,6.791377258E-1,7.616162109E-1,1.030981064E1,1.036018739E1
1.360048925E1,6.780899048E-1,7.623646545E-1,1.029514114E1,1.034557572E1
1.361048925E1,6.840774536E-1,7.589218140E-1,1.025966492E1,1.031041456E1
1.362048825E1,7.065307617E-1,7.479945374E-1,1.021850052E1,1.027017207E1
1.363048825E1,7.197033691E-1,7.450007629E-1,1.013018417E1,1.018300695E1
1.364048725E1,7.279362488E-1,7.385641479E-1,1.002420456E1,1.007770039E1
1.365048725E1,7.479945374E-1,7.228468323E-1,9.944719849E0,9.998972759E0
1.366048625E1,7.682025146E-1,7.182064819E-1,9.896819458E0,9.952536915E0
1.367048625E1,7.685018921E-1,7.232958984E-1,9.870324554E0,9.926583447E0
1.368048525E1,7.526348877E-1,6.973997498E-1,9.845476227E0,9.898799312E0
1.369048425E1,7.147636414E-1,6.833290100E-1,9.850865021E0,9.900372077E0
1.370048425E1,6.788383484E-1,7.080276489E-1,9.850715332E0,9.899430146E0
1.371048325E1,6.638694763E-1,7.186555481E-1,9.835147705E0,9.883689537E0
1.372048325E1,6.662644958E-1,7.072792053E-1,9.836494904E0,9.884370705E0
1.373048225E1,6.357279968E-1,7.060816956E-1,9.808503113E0,9.854411944E0
1.374048225E1,6.117778015E-1,6.824308777E-1,9.826166382E0,9.868816025E0
1.375048038E1,6.010002136E-1,6.566844177E-1,9.827663269E0,9.867897497E0
1.376048038E1,6.063890076E-1,6.271957397E-1,9.833501129E0,9.872123712E0
1.377047938E1,6.168672180E-1,6.140231323E-1,9.794731750E0,9.833326987E0
1.378047938E1,6.167175293E-1,6.114784241E-1,9.766440582E0,9.804978736E0
1.379047837E1,6.116281128E-1,6.093827820E-1,9.720336456E0,9.758605287E0
1.380047737E1,5.915698242E-1,6.047424316E-1,9.694290619E0,9.731132456E0
1.381047737E1,5.788462830E-1,6.197113037E-1,9.678273926E0,9.715353380E0
1.382047637E1,5.671705627E-1,6.230044556E-1,9.645043030E0,9.681770088E0
1.383047638E1,5.852828979E-1,5.954617310E-1,9.580527191E0,9.616841062E0
1.384047538E1,6.321354675E-1,5.703140259E-1,9.584718475E0,9.622457149E0
1.385047538E1,6.710545349E-1,5.890251160E-1,9.610914001E0,9.652301939E0
1.386047438E1,6.861730957E-1,6.339317322E-1,9.555678864E0,9.601234374E0
1.387047438E1,6.818321228E-1,6.370751953E-1,9.487720184E0,9.533498526E0
1.388047338E1,6.861730957E-1,6.559359741E-1,9.463320923E0,9.510811133E0
1.389047238E1,6.709048462E-1,6.915618896E-1,9.442514191E0,9.491545996E0
1.390047238E1,6.438111877E-1,6.975494385E-1,9.399703217E0,9.447512298E0
1.391047137E1,6.331832886E-1,6.990463257E-1,9.397008820E0,9.444223716E0
1.392047137E1,6.506968689E-1,6.957531738E-1,9.431886292E0,9.479871197E0
1.393047037E1,6.845265198E-1,7.024891663E-1,9.442065125E0,9.492874243E0
1.394047038E1,7.176077271E-1,7.021897888E-1,9.416917419E0,9.470288540E0
1.395046938E1,6.996450806E-1,7.041357422E-1,9.464967499E0,9.516875545E0
1.396046938E1,6.679110718E-1,7.176077271E-1,9.475146332E0,9.525726432E0
1.397046838E1,6.494993591E-1,7.066804504E-1,9.472901001E0,9.521402210E0
1.398046838E1,6.427633667E-1,7.274871826E-1,9.475445709E0,9.525043503E0
1.399046738E1,6.581813049E-1,7.075785828E-1,9.431586914E0,9.480965236E0
1.400046738E1,6.846762085E-1,6.860234070E-1,9.428742828E0,9.478428190E0
1.401046638E1,7.213499451E-1,6.894662476E-1,9.428144073E0,9.480802188E0
1.402046538E1,7.309300232E-1,6.725514221E-1,9.460327148E0,9.512327469E0
1.403046537E1,7.186555481E-1,6.734495544E-1,9.522298279E0,9.573095874E0
1.404046437E1,6.981481934E-1,6.721023560E-1,9.587263184E0,9.636116844E0
1.405046438E1,6.732998657E-1,6.746470642E-1,9.621242523E0,9.668339519E0
1.406046338E1,6.956034851E-1,6.575825500E-1,9.688003693E0,9.735178199E0
1.407046338E1,7.060816956E-1,6.131250000E-1,9.813891907E0,9.858344079E0
1.408046238E1,7.164102173E-1,5.752537537E-1,9.894424438E0,9.936991267E0
1.409046238E1,7.418572998E-1,5.505551147E-1,9.989776154E0,1.003240204E1
1.410046138E1,7.756869507E-1,5.393284607E-1,1.006896149E1,1.011318698E1
1.411046038E1,7.816744995E-1,5.372328186E-1,1.009590546E1,1.014036198E1
1.412046038E1,7.658074951E-1,5.691165161E-1,1.009650421E1,1.014148668E1
1.413045938E1,7.569758606E-1,5.806425476E-1,1.015817596E1,1.020287691E1
1.414045937E1,7.408094788E-1,5.975573730E-1,1.020188507E1,1.024618624E1
1.415045837E1,7.502398682E-1,6.213578796E-1,1.016012192E1,1.020671460E1
1.416045838E1,7.770341492E-1,6.264472961E-1,1.017149826E1,1.022035201E1
1.417045738E1,8.039781189E-1,6.361770630E-1,1.018616776E1,1.023763232E1
1.418045738E1,8.065228271E-1,6.227050781E-1,1.019320312E1,1.024400462E1
1.419045638E1,7.966433716E-1,6.333329773E-1,1.019799316E1,1.024864947E1
1.420045638E1,7.985893250E-1,6.475534058E-1,1.024709106E1,1.029854095E1
1.421045538E1,8.116122437E-1,6.318360901E-1,1.028436356E1,1.033566955E1
1.422045538E1,8.042774963E-1,6.676116943E-1,1.027538223E1,1.032840974E1
1.423045438E1,8.147557068E-1,6.830296326E-1,1.024933640E1,1.030433175E1
1.424045338E1,8.346643066E-1,7.072792053E-1,1.025143204E1,1.030964438E1
1.425045337E1,8.116122437E-1,7.665559387E-1,1.024843826E1,1.030906442E1
1.426045237E1,7.949967957E-1,7.523355103E-1,1.024858795E1,1.030687070E1
1.427045237E1,7.885601807E-1,7.622149658E-1,1.026505371E1,1.032347454E1
1.428045138E1,7.647596741E-1,7.900570679E-1,1.028181885E1,1.034044711E1
1.429045138E1,7.934999084E-1,8.047265625E-1,1.023436752E1,1.029657737E1
1.430045038E1,8.075706482E-1,7.478448486E-1,1.022733215E1,1.028638738E1
1.431045038E1,8.164022827E-1,7.394622803E-1,1.023182281E1,1.029094336E1
1.432044938E1,8.364605713E-1,7.541317749E-1,1.020757324E1,1.026951472E1
1.433044838E1,8.674461365E-1,7.342231750E-1,1.017883301E1,1.024207927E1
1.434044838E1,8.298742676E-1,7.595205688E-1,1.014335678E1,1.020554994E1
1.435044738E1,7.927514648E-1,7.677534485E-1,1.009306137E1,1.015321565E1
1.436044737E1,7.694000244E-1,7.611671448E-1,1.002630020E1,1.008454498E1
1.437044637E1,7.527845764E-1,7.503895569E-1,9.985884247E0,1.004229323E1
1.438044637E1,7.671546936E-1,7.265890503E-1,9.937235413E0,9.993253005E0
1.439044538E1,7.894583130E-1,7.065307617E-1,9.883796539E0,9.940415694E0
1.440044538E1,8.107141113E-1,6.870712280E-1,9.843829651E0,9.901025525E0
1.441044438E1,8.252339172E-1,6.628216553E-1,9.809251556E0,9.866192764E0
1.442044438E1,8.354127502E-1,6.542893982E-1,9.838141479E0,9.895202719E0
1.443044338E1,7.981402588E-1,6.512956238E-1,9.888436890E0,9.941951417E0
1.444044338E1,7.592211914E-1,6.530918884E-1,9.887089691E0,9.937680232E0
1.445044238E1,7.400610352E-1,6.620732117E-1,9.857451324E0,9.907339597E0
1.446044138E1,7.213499451E-1,6.812333679E-1,9.841284943E0,9.891173538E0
1.447044137E1,6.707551575E-1,7.068301392E-1,9.821376343E0,9.869597489E0
1.448044037E1,6.403683472E-1,7.271878052E-1,9.764045563E0,9.812005884E0
1.449044037E1,6.306385803E-1,7.520361328E-1,9.701625366E0,9.751143426E0
1.450043937E1,6.382727051E-1,7.717950439E-1,9.661808167E0,9.713577955E0
1.451043938E1,6.433621216E-1,7.638615417E-1,9.662855988E0,9.714328855E0
1.452043838E1,6.524931335E-1,7.390132141E-1,9.678273926E0,9.728354126E0
1.453043838E1,6.984475708E-1,7.216493225E-1,9.678573303E0,9.730538934E0
1.454043738E1,7.246430969E-1,7.087760925E-1,9.687255249E0,9.740142988E0
1.455043738E1,7.560777283E-1,7.150630188E-1,9.686357117E0,9.742098483E0
1.456043638E1,7.686515808E-1,7.316784668E-1,9.686057739E0,9.744018327E0
1.457043538E1,7.506889343E-1,7.530839539E-1,9.696835327E0,9.754962054E0
1.458043537E1,7.406597900E-1,7.914042664E-1,9.681567078E0,9.742055159E0
1.459043437E1,7.473957825E-1,7.789801025E-1,9.649533691E0,9.709732793E0
1.460043437E1,7.893086243E-1,7.937992859E-1,9.653874664E0,9.718560667E0
1.461043337E1,8.111631775E-1,8.307723999E-1,9.665251007E0,9.734744245E0
1.462043338E1,8.119116211E-1,8.414002991E-1,9.634415131E0,9.705107411E0
1.463043238E1,7.933502197E-1,8.657995605E-1,9.658065948E0,9.729195821E0
1.464043238E1,7.635621643E-1,9.157955933E-1,9.645043030E0,9.718465095E0
1.465043138E1,7.503895569E-1,9.213340759E-1,9.649833069E0,9.722716659E0
1.466043038E1,7.135661316E-1,9.298663330E-1,9.647587738E0,9.718527521E0
1.467043038E1,6.959028625E-1,9.398954773E-1,9.685758362E0,9.756105747E0
1.468042938E1,7.235952759E-1,8.946894836E-1,9.692494354E0,9.760558703E0
1.469042937E1,7.478448486E-1,9.029223633E-1,9.705666962E0,9.776221759E0
1.470042837E1,7.694000244E-1,9.195378113E-1,9.707014160E0,9.780779626E0
1.471042837E1,7.807763672E-1,8.922944641E-1,9.699529724E0,9.771728507E0
1.472042737E1,7.828720093E-1,9.005273438E-1,9.740394745E0,9.813211904E0
1.473042738E1,7.464976501E-1,9.074130249E-1,9.792486420E0,9.862730221E0
1.474042638E1,7.274871826E-1,8.901988220E-1,9.853858795E0,9.920696785E0
1.475042738E1,7.107220459E-1,8.921447754E-1,9.848470001E0,9.914303278E0
1.476042638E1,6.819818115E-1,8.973838806E-1,9.807155914E0,9.871712321E0
1.477042638E1,6.542893982E-1,9.065148926E-1,9.771230621E0,9.834978989E0
1.478042538E1,5.990542603E-1,8.966354370E-1,9.758058014E0,9.817459820E0
1.479042438E1,5.596861267E-1,9.078620911E-1,9.735604706E0,9.793848126E0
1.480042437E1,5.903723145E-1,8.705895996E-1,9.737850037E0,9.794497897E0
1.481042337E1,6.412664795E-1,8.434959412E-1,9.706565094E0,9.764226238E0
1.482042338E1,6.870712280E-1,8.196954346E-1,9.670490112E0,9.729457667E0
1.483042238E1,7.408094788E-1,7.940986633E-1,9.673633575E0,9.734401775E0
1.484042238E1,7.390132141E-1,8.322692871E-1,9.617799683E0,9.681987577E0
1.485042138E1,7.060816956E-1,8.629554749E-1,9.563312988E0,9.628094247E0
1.486042138E1,6.512956238E-1,8.629554749E-1,9.534722443E0,9.595822539E0
1.487042038E1,6.001020813E-1,8.831634521E-1,9.550888824E0,9.610389041E0
1.488041938E1,5.962101746E-1,8.668473816E-1,9.526190186E0,9.584111352E0
1.489041938E1,6.062393188E-1,8.494834900E-1,9.563911743E0,9.620683767E0
1.490041838E1,6.110293579E-1,8.544232178E-1,9.629475403E0,9.686598600E0
1.491041837E1,6.327342224E-1,8.291258240E-1,9.656269684E0,9.712432570E0
1.492041737E1,6.779402161E-1,7.966433716E-1,9.701325989E0,9.757559610E0
1.493041737E1,6.926097107E-1,8.261320496E-1,9.719288635E0,9.778894311E0
1.494041638E1,6.825805664E-1,8.268804932E-1,9.760003967E0,9.818723187E0
1.495041638E1,6.529421997E-1,8.409512329E-1,9.773475952E0,9.831295168E0
1.496041538E1,6.231541443E-1,8.487350464E-1,9.784552917E0,9.841044053E0
1.497041538E1,6.060896301E-1,8.660989380E-1,9.765991516E0,9.823037326E0
1.498041438E1,5.866300964E-1,8.746311951E-1,9.742789764E0,9.799544224E0
1.499041438E1,5.801934814E-1,8.586145020E-1,9.735604706E0,9.790599692E0
1.500041338E1,5.810916138E-1,8.201445007E-1,9.735904083E0,9.787652057E0
1.501041238E1,5.742059326E-1,8.150550842E-1,9.740694122E0,9.791585634E0
1.502041237E1,5.791456604E-1,7.948471069E-1,9.726324005E0,9.775917874E0
1.503041137E1,5.746549988E-1,7.819738770E-1,9.713450775E0,9.761805032E0
1.504041137E1,5.580395508E-1,7.946974182E-1,9.734107819E0,9.782423378E0
1.505041037E1,5.388793945E-1,7.873626709E-1,9.719887390E0,9.766603394E0
1.506041038E1,5.400769043E-1,7.384144592E-1,9.746981049E0,9.789820148E0
1.507040938E1,5.647755432E-1,7.502398682E-1,9.776769104E0,9.821763863E0
1.508040938E1,5.902226257E-1,7.444020081E-1,9.808952179E0,9.854848550E0
1.509040838E1,6.245013428E-1,7.255412292E-1,9.817035370E0,9.863599518E0
1.510040738E1,6.132746887E-1,7.286846924E-1,9.861492920E0,9.907377546E0
1.511040738E1,5.927673340E-1,7.226971436E-1,9.937085724E0,9.980948700E0
1.512040638E1,5.393284607E-1,7.065307617E-1,1.003902374E1,1.007829641E1
1.513040637E1,5.040019226E-1,7.071295166E-1,1.011386810E1,1.015107768E1
1.514040537E1,5.200186157E-1,6.732998657E-1,1.015308655E1,1.018866618E1
1.515040537E1,5.565426636E-1,6.424639893E-1,1.022134460E1,1.025662641E1
1.516040437E1,5.578898621E-1,6.391708374E-1,1.026999344E1,1.030497674E1
1.517040438E1,5.532495117E-1,6.134243774E-1,1.029768585E1,1.033076514E1
1.518040338E1,5.611830139E-1,6.322851562E-1,1.028136978E1,1.031606880E1
1.519040338E1,5.743556213E-1,6.454577637E-1,1.023676254E1,1.027315957E1
1.520040238E1,5.915698242E-1,6.619235229E-1,1.020428009E1,1.024282333E1
1.521040238E1,5.990542603E-1,6.665638733E-1,1.019574783E1,1.023505971E1
1.522040138E1,5.879772949E-1,6.746470642E-1,1.017643799E1,1.021571124E1
1.523040038E1,5.906716919E-1,6.899153137E-1,1.012150223E1,1.016216923E1
1.524040037E1,5.852828979E-1,7.029382324E-1,1.009021729E1,1.013159233E1
1.525039937E1,5.771997070E-1,6.947053528E-1,1.009336075E1,1.013369164E1
1.526039937E1,5.905220032E-1,6.771917725E-1,1.008258316E1,1.012253862E1
1.527039837E1,6.174659729E-1,6.680607605E-1,1.006297394E1,1.010400979E1
1.528039838E1,6.518943787E-1,6.631210327E-1,1.007150620E1,1.011434293E1
1.529039738E1,6.650669861E-1,6.545887756E-1,1.015593063E1,1.019871206E1
1.530039738E1,6.626719666E-1,6.857240295E-1,1.013108231E1,1.017586263E1
1.531039638E1,6.517446899E-1,6.861730957E-1,1.008213409E1,1.012645212E1
1.532039538E1,6.303392029E-1,7.192543030E-1,1.010443771E1,1.014959683E1
1.533039538E1,6.018983459E-1,7.339237976E-1,1.008198441E1,1.012656582E1
1.534039438E1,5.968089294E-1,7.140151978E-1,1.003408401E1,1.007714447E1
1.535039438E1,5.944139099E-1,7.325765991E-1,1.000908600E1,1.005344712E1
1.536039337E1,5.927673340E-1,7.158114624E-1,9.955048370E0,9.998337223E0
1.537039337E1,5.891748047E-1,7.036866760E-1,9.931846619E0,9.974160573E0
1.538039237E1,5.921685791E-1,6.979985046E-1,9.941576385E0,9.983626924E0
1.539039238E1,5.809419250E-1,7.029382324E-1,9.879305878E0,9.921305373E0
1.540039138E1,5.740562439E-1,6.975494385E-1,9.828711090E0,9.870140702E0
1.541039138E1,5.429209900E-1,6.788383484E-1,9.765392761E0,9.804003289E0
1.542039038E1,5.191204834E-1,6.759942627E-1,9.741592255E0,9.778807390E0
1.543039038E1,5.038522339E-1,6.521937561E-1,9.676777039E0,9.711809184E0
1.544038938E1,5.360353088E-1,6.360273743E-1,9.591304779E0,9.627304505E0
1.545038838E1,5.783972168E-1,6.282435608E-1,9.500593414E0,9.538894513E0
1.546038838E1,5.839356995E-1,6.206094360E-1,9.499844971E0,9.537986760E0
1.547038738E1,6.059399414E-1,6.162684631E-1,9.501491547E0,9.540717564E0
1.548038737E1,6.218069458E-1,6.144721985E-1,9.516310730E0,9.556379538E0
1.549038637E1,6.297404480E-1,6.101312256E-1,9.516161041E0,9.556471844E0
1.550038638E1,6.168672180E-1,6.415658569E-1,9.547745361E0,9.589138303E0
1.551038538E1,5.779481506E-1,6.667135620E-1,9.580377502E0,9.620923247E0
1.552038538E1,5.453160095E-1,6.897656250E-1,9.569150848E0,9.609463779E0
1.553038438E1,5.203179932E-1,7.054829407E-1,9.553433533E0,9.593567077E0
1.554038438E1,4.971162415E-1,7.176077271E-1,9.522597656E0,9.562528511E0
1.555038338E1,5.207670593E-1,7.143145752E-1,9.482181702E0,9.523298455E0
1.556038238E1,5.465135193E-1,6.935078430E-1,9.470805359E0,9.511875961E0
1.557038238E1,5.701643372E-1,6.945556641E-1,9.458680573E0,9.501270079E0
1.558038138E1,5.896238708E-1,6.956034851E-1,9.439969482E0,9.483909761E0
1.559038137E1,5.963598633E-1,7.027885437E-1,9.434580688E0,9.479497328E0
1.560038037E1,5.858816528E-1,7.000941467E-1,9.445358276E0,9.489372060E0
1.561038038E1,5.661227417E-1,7.036866760E-1,9.479936371E0,9.522860048E0
1.562037938E1,5.149291992E-1,7.056326294E-1,9.550290070E0,9.590156928E0
1.563037938E1,4.932243347E-1,7.056326294E-1,9.605375519E0,9.643880262E0
1.564037838E1,5.002597046E-1,7.027885437E-1,9.614356842E0,9.652980317E0
1.565037838E1,5.225633240E-1,6.965016174E-1,9.605824585E0,9.645208805E0
1.566037738E1,5.322930908E-1,7.117698669E-1,9.596992950E0,9.638061318E0
1.567037638E1,5.363346863E-1,7.003935242E-1,9.579479370E0,9.620012006E0
1.568037638E1,5.489085388E-1,6.971003723E-1,9.607920227E0,9.648802029E0
1.569037538E1,5.456153870E-1,7.063810730E-1,9.683962097E0,9.725008600E0
1.570037537E1,5.522016907E-1,6.996450806E-1,9.653275909E0,9.694336786E0
1.571037437E1,5.656736755E-1,7.093748474E-1,9.631121979E0,9.673764001E0
1.572037437E1,5.766009521E-1,7.041357422E-1,9.636361084E0,9.679242261E0
1.573037338E1,5.761518860E-1,6.762936401E-1,9.694290619E0,9.734916265E0
1.574037338E1,5.493576050E-1,6.860234070E-1,9.708960114E0,9.748657773E0
1.575037167E1,5.441184998E-1,7.048841858E-1,9.722881165E0,9.763572338E0
1.576037167E1,5.619314575E-1,6.813830566E-1,9.782307587E0,9.822097106E0
1.577037067E1,5.670208740E-1,7.074288940E-1,9.797725525E0,9.839583008E0
1.578036967E1,5.813909912E-1,7.041357422E-1,9.798324280E0,9.840781540E0
1.579036967E1,6.039939880E-1,6.779402161E-1,9.807754669E0,9.849693565E0
1.580036867E1,6.138734436E-1,6.712042236E-1,9.884245605E0,9.926009616E0
1.581036867E1,6.018983459E-1,6.623725891E-1,9.933642883E0,9.973879887E0
1.582036767E1,5.731581116E-1,6.749464417E-1,9.966873779E0,1.000612991E1
1.583036767E1,5.209167480E-1,6.965016174E-1,9.984686737E0,1.002249660E1
1.584036667E1,4.872367859E-1,7.135661316E-1,1.002570145E1,1.006286569E1
1.585036667E1,4.857398987E-1,6.881190491E-1,1.008961853E1,1.012471497E1
1.586036567E1,5.010081482E-1,6.650669861E-1,1.013587234E1,1.017001630E1
1.587036567E1,5.390290833E-1,6.759942627E-1,1.016790573E1,1.020459835E1
1.588036467E1,6.086343384E-1,6.640191650E-1,1.019919067E1,1.023888898E1
1.589036367E1,6.607260132E-1,6.753955078E-1,1.022823029E1,1.027177749E1
1.590036367E1,6.704557800E-1,6.939569092E-1,1.022029678E1,1.026574661E1
1.591036267E1,6.779402161E-1,6.973997498E-1,1.021475830E1,1.026095787E1
1.592036267E1,6.650669861E-1,7.081773376E-1,1.022837997E1,1.027441415E1
1.593036167E1,6.456074524E-1,7.237449646E-1,1.019649628E1,1.024251688E1
1.594036167E1,6.201603699E-1,7.226971436E-1,1.013976425E1,1.018438555E1
1.595036067E1,5.881269836E-1,7.128176880E-1,1.009485764E1,1.013706827E1
1.596036067E1,5.665718079E-1,7.017407227E-1,1.005938141E1,1.009973257E1
1.597035967E1,5.680686951E-1,6.767427063E-1,1.001791763E1,1.005680647E1
1.598035967E1,5.888754272E-1,6.583309937E-1,1.002630020E1,1.006513138E1
1.599035867E1,6.421646118E-1,6.424639893E-1,1.002046234E1,1.006155062E1
1.600035767E1,6.770420837E-1,6.105802917E-1,9.974956970E0,1.001653437E1
1.601035767E1,6.782395935E-1,5.894741821E-1,9.987830200E0,1.002817236E1
1.602035667E1,6.673123169E-1,5.917195129E-1,1.001178040E1,1.005142698E1
1.603035667E1,6.192622375E-1,5.581892395E-1,1.000489471E1,1.003957067E1
1.604035567E1,5.801934814E-1,5.278024292E-1,1.000639160E1,1.003708487E1
1.605035567E1,5.794450378E-1,5.150788879E-1,1.001881577E1,1.004876769E1
1.606035467E1,5.887257385E-1,4.876858521E-1,1.001492386E1,1.004405971E1
1.607035467E1,6.044430542E-1,4.779560852E-1,9.993967438E0,1.002363101E1
1.608035367E1,5.993536377E-1,4.751119995E-1,9.994266815E0,1.002348868E1
1.609035367E1,5.640270996E-1,4.686753845E-1,1.002630020E1,1.005308306E1
1.610035267E1,5.430706787E-1,4.580474854E-1,1.005504044E1,1.008010771E1
1.611035267E1,5.379812622E-1,4.114942932E-1,1.002989273E1,1.005273593E1
1.612035167E1,5.388793945E-1,4.189787292E-1,1.001297791E1,1.003621745E1
1.613035067E1,5.668711853E-1,4.483177185E-1,9.943672028E0,9.969901961E0
1.614035067E1,6.083349609E-1,4.381388855E-1,9.852212219E0,9.880694445E0
1.615034967E1,6.321354675E-1,4.641847229E-1,9.762848053E0,9.794297566E0
1.616034967E1,6.456074524E-1,4.840933228E-1,9.736802216E0,9.770182839E0
1.617034867E1,6.420149231E-1,4.821473694E-1,9.762698364E0,9.795658661E0
1.618034867E1,6.280938721E-1,4.852908325E-1,9.790540466E0,9.822662151E0
1.619034767E1,6.280938721E-1,5.285508728E-1,9.832752686E0,9.866959679E0
1.620034767E1,6.512956238E-1,5.403762817E-1,9.830657043E0,9.867016288E0
1.621034667E1,6.632707214E-1,5.622308350E-1,9.889185333E0,9.927336910E0
1.622034667E1,6.274951172E-1,5.936654663E-1,9.926757202E0,9.964271040E0
1.623034567E1,6.279441833E-1,5.773493958E-1,9.973909149E0,1.001032017E1
1.624034467E1,6.393205261E-1,5.665718079E-1,9.984537048E0,1.002101364E1
1.625034467E1,6.556365967E-1,5.724096680E-1,1.000728973E1,1.004506645E1
1.626034367E1,6.803352356E-1,5.852828979E-1,9.987680511E0,1.002791973E1
1.627034367E1,6.759942627E-1,5.843847656E-1,9.993368683E0,1.003323933E1
1.628034267E1,6.732998657E-1,5.798941040E-1,9.980196075E0,1.001967682E1
1.629034267E1,6.864724731E-1,5.846841431E-1,9.914632416E0,9.955553020E0
1.630034167E1,6.626719666E-1,5.911207581E-1,9.886341248E0,9.926142310E0
1.631034167E1,6.259982300E-1,5.858816528E-1,9.820178833E0,9.857537391E0
1.632034067E1,6.071374512E-1,5.580395508E-1,9.765392761E0,9.800148969E0
1.633034067E1,6.024971008E-1,5.304968262E-1,9.697284393E0,9.730454986E0
1.634033967E1,6.029461670E-1,5.116360474E-1,9.643845520E0,9.676211652E0
1.635033867E1,6.188131714E-1,5.053491211E-1,9.617200928E0,9.650329588E0
1.636033867E1,6.418652344E-1,4.852908325E-1,9.559121704E0,9.592929997E0
1.637033767E1,6.514453125E-1,4.954696655E-1,9.510472870E0,9.545625458E0
1.638033767E1,6.574328613E-1,4.962181091E-1,9.490863647E0,9.526538886E0
1.639033667E1,6.294410706E-1,5.069956970E-1,9.476942596E0,9.511344893E0
1.640033667E1,5.848338318E-1,5.189707947E-1,9.445657654E0,9.477964434E0
1.641033567E1,5.559439087E-1,5.315446472E-1,9.443861389E0,9.475132257E0
1.642033567E1,5.225633240E-1,5.412744141E-1,9.446555786E0,9.476469102E0
1.643033467E1,5.032534790E-1,5.267546082E-1,9.427245941E0,9.455353009E0
1.644033467E1,4.942721558E-1,5.026547241E-1,9.457632751E0,9.483869674E0
1.645033367E1,4.915777588E-1,4.796026611E-1,9.502988434E0,9.527772908E0
1.646033267E1,5.014572144E-1,4.655319214E-1,9.543404388E0,9.567901893E0
1.647033267E1,5.119354248E-1,4.757107544E-1,9.559271393E0,9.584782113E0
1.648033167E1,5.430706787E-1,4.740641785E-1,9.552385712E0,9.579547766E0
1.649033167E1,5.655239868E-1,5.007087708E-1,9.552685089E0,9.582500669E0
1.650033067E1,5.649252319E-1,5.004093933E-1,9.554631042E0,9.584389623E0
1.651033067E1,5.593867493E-1,4.971162415E-1,9.569150848E0,9.598368927E0
1.652032967E1,5.510041809E-1,5.281018066E-1,9.593400421E0,9.623711798E0
1.653032967E1,5.664221191E-1,5.093907166E-1,9.619446259E0,9.649562645E0
1.654032867E1,5.583389282E-1,5.155279541E-1,9.676777039E0,9.706571242E0
1.655032867E1,5.571414185E-1,5.221142578E-1,9.751920776E0,9.781767156E0
1.656032767E1,5.810916138E-1,5.110372925E-1,9.822124786E0,9.852561185E0
1.657032667E1,6.050418091E-1,5.324427795E-1,9.924362183E0,9.957034480E0
1.658032667E1,6.230044556E-1,5.285508728E-1,9.986632690E0,1.001999666E1
1.659032567E1,6.399192810E-1,5.285508728E-1,1.007030869E1,1.010445346E1
1.660032567E1,6.318360901E-1,5.396278381E-1,1.010174332E1,1.013585877E1
1.661032467E1,6.144721985E-1,5.414241028E-1,1.015233810E1,1.018531713E1
1.662032467E1,6.123765564E-1,5.602848816E-1,1.014185989E1,1.017576760E1
1.663032367E1,6.033952332E-1,6.045927429E-1,1.013482452E1,1.017075643E1
1.664032367E1,5.920188904E-1,6.072871399E-1,1.010817993E1,1.014369684E1
1.665032267E1,5.816903687E-1,6.218069458E-1,1.009186386E1,1.012772056E1
1.666032267E1,5.763015747E-1,6.173162842E-1,1.006506958E1,1.010043705E1
1.667032167E1,5.846841431E-1,5.507048035E-1,1.017883301E1,1.021047368E1
1.668032167E1,6.146218872E-1,5.382806396E-1,1.025277924E1,1.028528017E1
1.669032067E1,6.753955078E-1,5.077441406E-1,1.022149429E1,1.025635943E1
1.670031967E1,7.036866760E-1,4.846920776E-1,1.020772293E1,1.024342271E1
1.671031967E1,7.126679993E-1,4.977149963E-1,1.025023453E1,1.028702696E1
1.672031867E1,6.692582703E-1,5.264552307E-1,1.023810974E1,1.027345866E1
1.673031867E1,6.096821594E-1,5.508544922E-1,1.017808456E1,1.021119770E1
1.674031767E1,5.819897461E-1,5.641767883E-1,1.013677048E1,1.016912598E1
1.675031779E1,5.900729370E-1,5.833369446E-1,1.011326935E1,1.014725012E1
