Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
0.488502583,-0.760718079,0.039966888,9.634415131
0.498474583,-0.725690918,-0.012124786,9.884245605
0.508447583,-0.767903137,0.023650818,9.716145172
0.518419583,-0.793499908,0.018860779,9.663604431
0.528392583,-0.770298157,0.001646576,9.795180817
0.538365583,-0.763562164,0.015867004,9.764195251
0.548337583,-0.7710466,0.02110611,9.699230347
0.558310583,-0.739911346,0.01871109,9.759105835
0.568283583,-0.749491425,0.025147705,9.773925018
0.578255583,-0.770148468,0.020657043,9.719588013
0.588228583,-0.742456055,0.027093658,9.748477936
0.598200583,-0.742905121,0.025297394,9.766141205
0.608173583,-0.744851074,0.026345215,9.730814667
0.618146583,-0.731828156,0.021854553,9.767039337
0.628118583,-0.748742981,0.027243347,9.769134979
0.638091583,-0.768052826,0.027991791,9.731413422
0.648064583,-0.773890686,0.014519806,9.757608948
0.658036583,-0.759819946,0.015867004,9.775421906
0.668009583,-0.752934265,0.01287323,9.735604706
0.677983125,-0.751287689,0.017214203,9.748777313
0.687955125,-0.770298157,0.012124786,9.749525757
0.697928125,-0.762664032,0.023201752,9.73156311
0.707900125,-0.774040375,0.020956421,9.747879181
0.717873125,-0.774339752,0.012723541,9.746981049
0.727846125,-0.752934265,0.012573853,9.714947662
0.737818125,-0.74649765,0.008981323,9.748178558
0.747791125,-0.750090179,0.020806732,9.741891632
0.757764125,-0.756676483,0.019758911,9.733509064
0.767736125,-0.769998779,0.019160156,9.752220154
0.777709125,-0.749491425,0.020956421,9.76554245
0.787681125,-0.77688446,0.028590546,9.763895874
0.797654125,-0.750239868,0.025297394,9.774074707
0.807627125,-0.74889267,0.014519806,9.755363617
0.817599125,-0.756975861,0.02454895,9.764494629
0.827572125,-0.780177612,0.027093658,9.769284668
0.837545125,-0.775836639,0.02694397,9.767787781
0.847517125,-0.763861542,0.025896149,9.757459259
0.857490125,-0.750239868,0.017064514,9.744136963
0.867463125,-0.758622437,0.017812958,9.734706573
0.877435125,-0.755179596,0.011526031,9.741891632
0.887408125,-0.749042358,0.017064514,9.76434494
0.897380125,-0.803678741,0.014819183,9.751322021
0.907353125,-0.81670166,0.013621674,9.731114044
0.917326125,-0.764460297,0.020657043,9.740694122
0.927298125,-0.705333252,0.011376343,9.751621399
0.937271125,-0.718505859,0.017214203,9.775571594
0.947243125,-0.782872009,0.020657043,9.786199493
0.957216125,-0.79918808,0.027243347,9.757010193
0.967189125,-0.781075745,0.028141479,9.747879181
0.977161125,-0.734223175,0.021704865,9.761800232
0.987134125,-0.692010956,0.022752686,9.766590271
0.997107125,-0.741707611,0.009580078,9.780810699
1.007079125,-0.771795044,0.02694397,9.766889648
1.017052125,-0.805924072,0.024698639,9.767787781
1.027025125,-0.800535278,0.022602997,9.746531982
1.036997125,-0.74649765,0.015118561,9.746681671
1.046970125,-0.711021423,0.014220428,9.755812683
1.056942125,-0.737216949,0.028141479,9.746382294
1.066915125,-0.753383331,0.023052063,9.732610931
1.076888125,-0.781075745,0.02574646,9.751771088
1.086860125,-0.787961426,0.024249573,9.731862488
1.096833125,-0.749790802,0.028141479,9.757758636
1.106805125,-0.725092163,0.021854553,9.749675446
1.116778125,-0.739911346,0.02694397,9.761800232
1.126751125,-0.772094421,0.022602997,9.760453033
1.136723125,-0.773740997,0.025447083,9.751022644
1.146696125,-0.757275238,0.020357666,9.756411438
1.156669125,-0.751138,0.02335144,9.755812683
1.166641125,-0.724343719,0.019309845,9.741442566
1.176614125,-0.731977844,0.011526031,9.754315796
1.186586125,-0.753383331,0.019309845,9.744286652
1.196559125,-0.807720337,0.022303619,9.732161865
1.206532125,-0.799337769,0.019758911,9.730515289
1.216504125,-0.750838623,0.025147705,9.744885406
1.226477125,-0.723445587,0.01407074,9.760003967
1.236450125,-0.737666016,0.027393036,9.766141205
1.246422125,-0.77927948,0.008382568,9.746082916
1.256395125,-0.801732788,0.013771362,9.74563385
1.266367125,-0.764160919,0.019609222,9.762099609
1.276340125,-0.739162903,0.017962646,9.756261749
1.286313125,-0.745599518,0.006885681,9.746681671
1.296285125,-0.750389557,0.011975098,9.756561127
1.306258125,-0.745449829,0.024998016,9.741292877
1.316231125,-0.752485199,0.023950195,9.754465485
1.326203125,-0.762364655,0.021704865,9.757010193
1.336176125,-0.747545471,0.014519806,9.742789764
1.346148125,-0.734971619,0.013022919,9.746531982
1.356121125,-0.741408234,0.028291168,9.741741943
1.366094125,-0.764759674,0.026045837,9.746681671
1.376066125,-0.768501892,0.024099884,9.748777313
1.386039125,-0.769998779,0.010777588,9.76554245
1.396011125,-0.734672241,0.016016693,9.743987274
1.405984125,-0.745898895,0.019309845,9.765692139
1.415957125,-0.746647339,0.013921051,9.749525757
1.425929125,-0.77927948,0.027692413,9.75850708
1.435902125,-0.757574615,0.020657043,9.752519531
1.445875125,-0.736917572,0.017064514,9.746681671
1.455847125,-0.759819946,0.026644592,9.751322021
1.465820125,-0.770447845,0.028440857,9.750124512
1.475792125,-0.755179596,0.017064514,9.748777313
1.485765125,-0.758921814,0.026644592,9.748627625
1.495738125,-0.756377106,0.020058289,9.761500854
1.505710125,-0.757724304,0.022453308,9.75266922
1.515683125,-0.755029907,0.023201752,9.761051788
1.525656125,-0.737216949,0.027991791,9.744885406
1.535628125,-0.746198273,0.022453308,9.740694122
1.545601125,-0.765807495,0.023950195,9.749376068
1.555573125,-0.758921814,0.027093658,9.745035095
1.565546125,-0.762364655,0.025896149,9.749525757
1.575519125,-0.747545471,0.024698639,9.766590271
1.585491125,-0.76760376,0.025596771,9.767039337
1.595464125,-0.755778351,0.026045837,9.756860504
1.605436125,-0.757275238,0.022902374,9.742640076
1.615409125,-0.74649765,0.013921051,9.74802887
1.625382125,-0.754281464,0.025297394,9.752818909
1.635354125,-0.753233643,0.025447083,9.750423889
1.645327125,-0.749790802,0.009729767,9.754764862
1.655299125,-0.755029907,0.021704865,9.755812683
1.665272125,-0.751287689,0.02454895,9.745484161
1.675245125,-0.754281464,0.015867004,9.749675446
1.685216625,-0.769549713,0.019160156,9.758207703
1.695189625,-0.754281464,0.014669495,9.756860504
1.705162625,-0.73482193,0.037272491,9.760003967
1.715134625,-0.758323059,0.019160156,9.753717041
1.725107625,-0.770896912,0.018561401,9.748627625
1.735079625,-0.749790802,0.026794281,9.750573578
1.745052625,-0.743503876,0.023650818,9.754315796
1.755025625,-0.769549713,0.021854553,9.772128754
1.764997625,-0.756826172,0.009729767,9.75730957
1.774970625,-0.765657806,0.013621674,9.730664978
1.784942625,-0.762963409,0.01167572,9.747130737
1.794915625,-0.748443604,0.022602997,9.752519531
1.804888625,-0.750239868,0.028440857,9.75850708
1.814860625,-0.770597534,0.021854553,9.752519531
1.824833625,-0.766555939,0.012424164,9.767638092
1.834805625,-0.761616211,0.020507355,9.751771088
1.844778625,-0.75353302,0.02110611,9.75147171
1.854751625,-0.750838623,0.022004242,9.750872955
1.864723625,-0.743204498,0.022902374,9.75147171
1.874696625,-0.760269012,0.022303619,9.758207703
1.884668625,-0.766705627,0.025147705,9.75386673
1.894641625,-0.759819946,0.028291168,9.752818909
1.904614625,-0.76401123,0.01407074,9.751621399
1.914586625,-0.770747223,0.021255798,9.740544434
1.924559625,-0.737965393,0.013621674,9.756561127
1.934532625,-0.752036133,0.026794281,9.765991516
1.944504625,-0.74530014,0.019309845,9.751322021
1.954477625,-0.755179596,0.021255798,9.749825134
1.964449625,-0.744102631,0.020507355,9.753567352
1.974422625,-0.764909363,0.01751358,9.756112061
1.984395625,-0.779129791,0.027243347,9.74802887
1.994367625,-0.750988312,0.028291168,9.755812683
2.004340625,-0.725241852,0.014669495,9.750872955
2.014312625,-0.750988312,0.022752686,9.7502742
2.024285625,-0.788560181,0.019609222,9.750423889
2.034258625,-0.773291931,0.019459534,9.754315796
2.044230625,-0.724044342,0.023501129,9.759854279
2.054203625,-0.729433136,0.024249573,9.761650543
2.064175625,-0.751287689,0.022303619,9.758656769
2.074148625,-0.762364655,0.022303619,9.764195251
2.084121625,-0.761915588,0.024998016,9.749376068
2.094093625,-0.755029907,0.016016693,9.743089142
2.104066625,-0.758921814,0.014370117,9.7502742
2.114038625,-0.778680725,0.021405487,9.746082916
2.124011625,-0.761017456,0.020657043,9.760453033
2.133984625,-0.755628662,0.017214203,9.761051788
2.143956625,-0.747395782,0.020806732,9.757010193
2.153929625,-0.76640625,0.004939728,9.740245056
2.163901625,-0.770447845,0.020657043,9.746382294
2.173874625,-0.747545471,0.024698639,9.745334473
2.183847625,-0.733923798,0.022303619,9.75386673
2.193819625,-0.743503876,0.028440857,9.761800232
2.203792625,-0.757125549,0.020956421,9.743238831
2.213764625,-0.746647339,0.027991791,9.737101593
2.223737625,-0.763562164,0.021405487,9.755812683
2.233710625,-0.76056839,0.004191284,9.743837585
2.243682625,-0.750090179,0.026045837,9.736802216
2.253655625,-0.761017456,0.025147705,9.750573578
2.263627625,-0.740061035,0.01407074,9.750573578
2.273600625,-0.770148468,0.010029144,9.754764862
2.283573625,-0.771196289,0.02574646,9.754465485
2.293545625,-0.743952942,0.02335144,9.753567352
2.303518625,-0.769699402,0.024399261,9.75266922
2.313490625,-0.748293915,0.020207977,9.761051788
2.323463625,-0.749192047,0.014519806,9.745933228
2.333436625,-0.753233643,0.020956421,9.774074707
2.343408625,-0.743653564,0.023052063,9.749376068
2.353381625,-0.744551697,0.014669495,9.752818909
2.363353625,-0.754580841,0.026195526,9.749376068
2.373326625,-0.749641113,0.011076965,9.740694122
2.383299625,-0.743204498,0.022453308,9.742490387
2.393271625,-0.756826172,0.008382568,9.74683136
2.403244625,-0.770447845,0.01287323,9.74802887
2.413216625,-0.75353302,0.009879456,9.756561127
2.423189625,-0.76760376,0.01167572,9.759105835
2.433162625,-0.781075745,0.027393036,9.757159882
2.443134625,-0.765059052,0.019459534,9.745783539
2.453107625,-0.7710466,0.023201752,9.756411438
2.463079625,-0.767154694,0.027842102,9.747130737
2.473052625,-0.740360413,0.027393036,9.761650543
2.483025625,-0.760867767,0.010178833,9.756112061
2.492997625,-0.758921814,0.020956421,9.755962372
2.502970625,-0.760418701,0.025896149,9.752220154
2.512942625,-0.756975861,0.028141479,9.754764862
2.522915625,-0.750389557,0.023201752,9.745184784
2.532888625,-0.754131775,0.022453308,9.748927002
2.542860625,-0.766256561,0.01526825,9.750124512
2.552833625,-0.760418701,0.01047821,9.748777313
2.562805625,-0.758472748,0.01167572,9.744286652
2.572778625,-0.759969635,0.022004242,9.744136963
2.582751625,-0.772393799,0.020806732,9.75386673
2.592723625,-0.736618195,0.019459534,9.755213928
2.602696625,-0.757574615,0.022902374,9.739346924
2.612668625,-0.747994537,0.027093658,9.740394745
2.622641625,-0.760418701,0.021405487,9.757159882
2.632614625,-0.74889267,0.011076965,9.748777313
2.642586625,-0.771795044,0.020657043,9.742789764
2.652559625,-0.744851074,0.025297394,9.75386673
2.662531625,-0.766855316,0.016914825,9.744136963
2.672504625,-0.801134033,0.025147705,9.753567352
2.682476458,-0.76401123,0.027393036,9.742640076
2.692449458,-0.751886444,0.028440857,9.747280426
2.702422458,-0.732875977,0.003592529,9.75386673
2.712394458,-0.736169128,0.027093658,9.741292877
2.722367458,-0.783171387,0.022602997,9.737251282
2.732339458,-0.77808197,0.011076965,9.766889648
2.742312458,-0.736318817,0.022752686,9.756561127
2.752285458,-0.755179596,0.011825409,9.739496613
2.762257458,-0.761466522,0.022303619,9.742640076
2.772230458,-0.778531036,0.02335144,9.762099609
2.782202458,-0.778980103,0.026045837,9.74802887
2.792175458,-0.744851074,0.016316071,9.754914551
2.802148458,-0.759221191,0.019758911,9.743837585
2.812120458,-0.771196289,0.022303619,9.753267975
2.822093458,-0.767154694,0.027093658,9.744136963
2.832065458,-0.752036133,0.026794281,9.750573578
2.842038458,-0.742156677,0.013921051,9.739945679
2.852011458,-0.760269012,0.016465759,9.750723267
2.861983458,-0.772842865,0.027243347,9.74683136
2.871956458,-0.762813721,0.0199086,9.754465485
2.881928458,-0.736468506,0.027991791,9.756860504
2.891901458,-0.733923798,0.007634125,9.747280426
2.901873458,-0.748593292,0.026195526,9.746082916
2.911846458,-0.74305481,0.0199086,9.75266922
2.921819458,-0.739911346,0.023650818,9.754914551
2.931791458,-0.743354187,0.016166382,9.746681671
2.941764458,-0.772693176,0.021704865,9.755513306
2.951736458,-0.789308624,0.027542725,9.753567352
2.961709458,-0.764310608,0.027093658,9.742041321
2.971682458,-0.734971619,0.022303619,9.758956146
2.981654458,-0.768501892,0.015417938,9.742939453
2.991627458,-0.74530014,0.026494904,9.756112061
3.001599458,-0.754431152,0.023800507,9.743987274
3.011572458,-0.774938507,0.020357666,9.750723267
3.021545458,-0.756526794,0.020806732,9.744735718
3.031517458,-0.74305481,0.013621674,9.732161865
3.041490458,-0.749491425,0.023501129,9.741592255
3.051462458,-0.743503876,0.027393036,9.775870972
3.061435458,-0.761017456,0.022453308,9.753417664
3.071408458,-0.761167145,0.0199086,9.746082916
3.081380458,-0.758472748,0.027393036,9.742939453
3.091353458,-0.763711853,0.020956421,9.752220154
3.101325458,-0.735420685,0.02110611,9.758357391
3.111298458,-0.753383331,0.024848328,9.760453033
3.121270458,-0.746797028,0.022453308,9.731263733
3.131243458,-0.734971619,0.022004242,9.742789764
3.141216458,-0.764909363,0.025596771,9.747430115
3.151188458,-0.780177612,0.025596771,9.742939453
3.161161458,-0.755628662,0.021854553,9.739945679
3.171133458,-0.746048584,0.018112335,9.748477936
3.181106458,-0.744402008,0.023052063,9.755213928
3.191079458,-0.75353302,0.013022919,9.76434494
3.201051458,-0.777483215,0.024249573,9.759854279
3.211024458,-0.742905121,0.018561401,9.760303345
3.220996458,-0.743653564,0.016166382,9.75147171
3.230969458,-0.738414459,0.021555176,9.762698364
3.240941458,-0.751138,0.012723541,9.747579803
3.250914458,-0.753083954,0.025896149,9.745484161
3.260887458,-0.770148468,0.02110611,9.746981049
3.270859458,-0.767304382,0.026195526,9.759554901
3.280832458,-0.751437378,0.023052063,9.743687897
3.290804458,-0.760867767,0.02694397,9.722432098
3.300777458,-0.749790802,0.022602997,9.748477936
3.310750458,-0.743952942,0.022303619,9.752968597
3.320722458,-0.75592804,0.022752686,9.742939453
3.330695458,-0.760119324,0.02110611,9.74219101
3.340667458,-0.770896912,0.023800507,9.757758636
3.350640458,-0.75233551,0.027991791,9.753267975
3.360612458,-0.747246094,0.024249573,9.75730957
3.370585458,-0.761466522,0.017962646,9.75730957
3.380558458,-0.769549713,0.010627899,9.761800232
3.390530458,-0.763861542,0.019609222,9.73979599
3.400503458,-0.755478973,0.025297394,9.751322021
3.410475458,-0.738115082,0.023052063,9.745334473
3.420448458,-0.766705627,0.027542725,9.743687897
3.430421458,-0.743204498,0.012424164,9.758207703
3.440393458,-0.755329285,0.014519806,9.748927002
3.450366458,-0.787961426,0.020058289,9.747579803
3.460338458,-0.769699402,0.017363892,9.745334473
3.470311458,-0.750688934,0.023052063,9.74802887
3.480283458,-0.754580841,0.02335144,9.730515289
3.490256458,-0.749341736,0.023650818,9.750423889
3.500229458,-0.758323059,0.024249573,9.75730957
3.510201458,-0.786165161,0.009879456,9.756261749
3.520174458,-0.766256561,0.026195526,9.762398987
3.530146458,-0.757873993,0.025447083,9.765392761
3.540119458,-0.733923798,0.02454895,9.773625641
3.550092458,-0.714314575,0.022004242,9.761500854
3.560064458,-0.745599518,0.009879456,9.756411438
3.570037458,-0.767454071,0.011076965,9.733059998
3.580009458,-0.782722321,0.025896149,9.742490387
3.589982458,-0.776435394,0.02335144,9.75266922
3.599954458,-0.735570374,0.026794281,9.751322021
3.609927458,-0.720152435,0.022902374,9.739945679
3.619900458,-0.740210724,0.016316071,9.747729492
3.629872458,-0.751138,0.026195526,9.753118286
3.639845458,-0.793499908,0.022902374,9.741292877
3.649817458,-0.784817963,0.024698639,9.75386673
3.659790458,-0.770747223,0.01871109,9.746082916
3.669763458,-0.728085938,0.024698639,9.752519531
3.679735833,-0.720302124,0.018561401,9.762099609
3.689708833,-0.738115082,0.007185059,9.752070465
3.699680833,-0.779429169,0.026644592,9.742041321
3.709653833,-0.772992554,0.012274475,9.755213928
3.719625833,-0.763412476,0.010777588,9.756261749
3.729598833,-0.747395782,0.023201752,9.754764862
3.739571833,-0.747545471,0.017812958,9.756411438
3.749543833,-0.7418573,0.024698639,9.751621399
3.759516833,-0.769100647,0.014370117,9.756561127
3.769488833,-0.776435394,0.021255798,9.744286652
3.779461833,-0.789158936,0.025596771,9.730215912
3.789433833,-0.779578857,0.021704865,9.739047546
3.799406833,-0.738115082,0.020806732,9.754315796
3.809379833,-0.719703369,0.022004242,9.752519531
3.819351833,-0.744252319,0.014519806,9.745334473
3.829324833,-0.756227417,0.02110611,9.756710815
3.839296833,-0.766106873,0.010178833,9.758357391
3.849269833,-0.773142242,0.019309845,9.745783539
3.859241833,-0.746048584,0.024399261,9.749675446
3.869214833,-0.757125549,0.01287323,9.754615173
3.879187833,-0.740510101,0.0199086,9.756112061
3.889159833,-0.749940491,0.011376343,9.745484161
3.899132833,-0.765657806,0.024698639,9.74443634
3.909104833,-0.765957184,0.013322296,9.753717041
3.919077833,-0.759221191,0.027692413,9.731712799
3.929049833,-0.75817337,0.026644592,9.75147171
3.939022833,-0.763113098,0.019609222,9.736951904
3.948995833,-0.776734772,0.026345215,9.740843811
3.958967833,-0.740510101,0.022453308,9.741592255
3.968940833,-0.753083954,0.027393036,9.730664978
3.978912833,-0.759819946,0.009879456,9.742640076
3.988885833,-0.770447845,0.015567627,9.74802887
3.998857833,-0.748144226,0.019609222,9.749825134
4.008830833,-0.764609985,0.027393036,9.756710815
4.018803833,-0.773291931,0.027542725,9.733509064
4.028775833,-0.752784576,0.022602997,9.732610931
4.038748833,-0.754281464,0.025596771,9.749675446
4.048720833,-0.765059052,0.025147705,9.749076691
4.058693833,-0.755179596,0.010627899,9.75386673
4.068666833,-0.751736755,0.025596771,9.751771088
4.078638833,-0.757724304,0.022004242,9.747280426
4.088611833,-0.738713837,0.020956421,9.751920776
4.098583833,-0.757574615,0.023501129,9.755213928
4.108556833,-0.759819946,0.021555176,9.752519531
4.118528833,-0.729732513,0.022902374,9.759105835
4.128501833,-0.763562164,0.023800507,9.765991516
4.138474833,-0.777183838,0.021255798,9.773026886
4.148446833,-0.741557922,0.021255798,9.762249298
4.158419833,-0.766705627,0.020357666,9.765841827
4.168391833,-0.740061035,0.018112335,9.734706573
4.178364833,-0.747096405,0.022602997,9.753267975
4.188336833,-0.758772125,0.014819183,9.74443634
4.198309833,-0.756377106,0.010777588,9.741592255
4.208282833,-0.757424927,0.022004242,9.749974823
4.218254833,-0.759819946,0.023950195,9.734257507
4.228227833,-0.761466522,0.012723541,9.750423889
4.238199833,-0.755478973,0.024099884,9.74219101
4.248172833,-0.751437378,0.023650818,9.74802887
4.258144833,-0.746198273,0.012124786,9.751621399
4.268117833,-0.74649765,0.026045837,9.744136963
4.278090833,-0.756826172,0.024399261,9.751022644
4.288062833,-0.751886444,0.02694397,9.756112061
4.298035833,-0.750838623,0.019309845,9.775870972
4.308007833,-0.747994537,0.025596771,9.764045563
4.317980833,-0.744252319,0.010777588,9.762398987
4.327952833,-0.761466522,0.027542725,9.763297119
4.337925833,-0.777333527,0.0199086,9.74443634
4.347898833,-0.755329285,0.027093658,9.743089142
4.357870833,-0.770896912,0.020058289,9.749675446
4.367843833,-0.748443604,0.010927277,9.760003967
4.377815833,-0.755778351,0.022153931,9.752220154
4.387788833,-0.767005005,0.025147705,9.738149414
4.397760833,-0.768651581,0.021555176,9.736353149
4.407733833,-0.782572632,0.026045837,9.731263733
4.417705833,-0.775836639,0.014519806,9.733658752
4.427678833,-0.748593292,0.022752686,9.743687897
4.437651833,-0.75473053,0.0199086,9.75730957
4.447623833,-0.746946716,0.023950195,9.745184784
4.457596833,-0.749790802,0.02694397,9.742340698
4.467568833,-0.751886444,0.023501129,9.744735718
4.477541833,-0.737965393,0.024099884,9.749825134
4.487513833,-0.750239868,0.020956421,9.749525757
4.497486833,-0.761616211,0.025896149,9.750573578
4.507459833,-0.756975861,0.023650818,9.750723267
4.517431833,-0.761466522,0.011526031,9.753417664
4.527404833,-0.765508118,0.025447083,9.75386673
4.537376833,-0.753383331,0.021255798,9.752968597
4.547349833,-0.759071503,0.025896149,9.746681671
4.557321833,-0.724643097,0.025896149,9.741891632
4.567294833,-0.758772125,0.013471985,9.748777313
4.577267833,-0.776435394,0.019459534,9.736802216
4.587239833,-0.763113098,0.018112335,9.745035095
4.597212833,-0.787811737,0.027243347,9.74563385
4.607184833,-0.769400024,0.015567627,9.740095367
4.617157833,-0.748293915,0.027842102,9.750723267
4.627129833,-0.73946228,0.022303619,9.7609021
4.637102833,-0.743354187,0.026195526,9.766290894
4.647075833,-0.759819946,0.027842102,9.754166107
4.657047833,-0.757873993,0.013022919,9.75506424
4.667020833,-0.744551697,0.022602997,9.773475952
4.676992833,-0.74305481,0.019459534,9.750573578
4.686966,-0.743204498,0.013172607,9.766590271
4.696938,-0.754880219,0.026045837,9.75850708
4.706911,-0.766256561,0.020058289,9.762249298
4.716884,-0.753383331,0.019609222,9.760602722
4.726856,-0.766705627,0.022153931,9.764494629
4.736829,-0.766705627,0.017812958,9.756561127
4.746801,-0.745749207,0.019758911,9.748627625
4.756774,-0.756826172,0.015567627,9.731712799
4.766746,-0.744102631,0.027393036,9.741741943
4.776719,-0.76760376,0.026494904,9.739496613
4.786691,-0.775537262,0.02110611,9.75506424
4.796664,-0.748293915,0.019160156,9.748627625
4.806637,-0.749491425,0.013921051,9.740245056
4.816609,-0.751287689,0.019160156,9.753118286
4.826582,-0.757275238,0.025896149,9.749376068
4.836554,-0.747844849,0.02454895,9.742041321
4.846527,-0.738863525,0.022752686,9.756710815
4.856499,-0.734522552,0.021555176,9.76314743
4.866472,-0.747545471,0.02335144,9.767189026
4.876445,-0.747395782,0.025447083,9.753118286
4.886417,-0.770148468,0.028440857,9.751920776
4.89639,-0.776435394,0.027692413,9.751920776
4.906362,-0.757724304,0.027542725,9.754615173
4.916335,-0.744851074,0.017663269,9.74443634
4.926307,-0.746946716,0.009580078,9.740694122
4.93628,-0.769100647,0.007933502,9.732012177
4.946252,-0.780626678,0.024698639,9.741891632
4.956225,-0.763262787,0.027093658,9.746082916
4.966198,-0.760718079,0.013322296,9.742939453
4.97617,-0.758772125,0.017812958,9.747430115
4.986143,-0.761316833,0.020657043,9.742490387
4.996115,-0.744551697,0.011526031,9.76314743
5.006088,-0.752784576,0.02574646,9.772278442
5.01606,-0.755329285,0.023800507,9.755363617
5.026033,-0.760269012,0.027842102,9.75147171
5.036006,-0.752934265,0.019758911,9.76314743
5.045978,-0.749940491,0.021854553,9.760003967
5.055951,-0.75592804,0.027393036,9.763895874
5.065923,-0.770447845,0.023950195,9.766290894
5.075896,-0.757574615,0.02574646,9.749376068
5.085868,-0.75937088,0.025147705,9.746981049
5.095841,-0.735420685,0.028141479,9.744286652
5.105813,-0.751736755,0.028141479,9.74443634
5.115786,-0.767454071,0.016914825,9.734706573
5.125759,-0.764160919,0.026345215,9.743987274
5.135731,-0.786913605,0.001496887,9.740095367
5.145704,-0.771944733,0.01047821,9.720635834
5.155676,-0.753383331,0.023201752,9.740843811
5.165649,-0.745898895,0.020058289,9.753118286
5.175621,-0.746198273,0.008083191,9.761949921
5.185594,-0.769998779,0.01047821,9.741292877
5.195567,-0.76520874,0.024399261,9.765692139
5.205539,-0.756826172,0.025297394,9.755213928
5.215512,-0.760418701,0.019459534,9.754016418
5.225484,-0.737666016,0.025596771,9.766440582
5.235457,-0.723894653,0.020058289,9.757459259
5.245429,-0.760418701,0.019459534,9.747879181
5.255402,-0.769699402,0.017812958,9.746082916
5.265374,-0.774339752,0.022153931,9.767937469
5.275347,-0.758772125,0.02454895,9.743837585
5.28532,-0.750988312,0.015867004,9.734257507
5.295292,-0.753832397,0.018262024,9.743388519
5.305265,-0.770298157,0.023800507,9.732610931
5.315237,-0.763562164,0.011076965,9.73515564
5.32521,-0.770896912,0.024848328,9.740544434
5.335182,-0.782422943,0.014220428,9.74443634
5.345155,-0.767454071,0.016914825,9.740843811
5.355127,-0.745749207,0.003742218,9.743538208
5.3651,-0.757873993,0.0199086,9.758656769
5.375073,-0.758921814,0.027842102,9.754166107
5.385045,-0.745449829,0.019609222,9.755213928
5.395018,-0.751587067,0.014519806,9.77257782
5.40499,-0.750838623,0.024099884,9.763297119
5.414963,-0.761616211,0.023650818,9.771679688
5.424935,-0.746347961,0.021704865,9.770332489
5.434908,-0.767454071,0.013471985,9.750423889
5.444881,-0.765059052,0.020507355,9.761500854
5.454853,-0.758622437,0.019758911,9.758357391
5.464826,-0.753233643,0.02335144,9.745184784
5.474798,-0.747395782,0.026644592,9.746232605
5.484771,-0.768651581,0.013921051,9.747430115
5.494743,-0.774190063,0.010777588,9.736203461
5.504716,-0.776734772,0.026494904,9.740544434
5.514688,-0.758622437,0.023201752,9.749376068
5.524661,-0.752485199,0.010627899,9.744286652
5.534634,-0.753083954,0.025297394,9.746082916
5.544606,-0.751736755,0.021405487,9.758656769
5.554579,-0.746347961,0.02335144,9.745783539
5.564551,-0.751587067,0.025596771,9.750573578
5.574524,-0.767154694,0.02454895,9.751920776
