"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
9.663417750E0,-4.870870972E-1,-4.191284180E-2,9.781858521E0
9.763026750E0,-4.773573303E-1,-5.927673340E-2,9.780511322E0
9.862636333E0,-4.909790039E-1,-5.688171387E-2,9.819131012E0
9.962245333E0,-4.707710266E-1,-4.864883423E-2,9.824519806E0
1.006185433E1,-4.480183411E-1,-5.209167480E-2,9.815538483E0
1.016146333E1,-4.276606750E-1,-5.777984619E-2,9.803563385E0
1.026107233E1,-4.537065125E-1,-6.227050781E-2,9.798324280E0
1.036068133E1,-4.546046448E-1,-4.924758911E-2,9.828860779E0
1.046029033E1,-4.767585754E-1,-5.553451538E-2,9.805209961E0
1.055989933E1,-4.769082642E-1,-3.787124634E-2,9.815538483E0
1.065950833E1,-4.863386536E-1,-3.622467041E-2,9.807455292E0
1.075911733E1,-4.616400146E-1,-5.059478760E-2,9.802066498E0
1.085872613E1,-4.670288086E-1,-4.026626587E-2,9.821675720E0
1.095833513E1,-4.584965515E-1,-6.212081909E-2,9.802665253E0
1.105794413E1,-5.144801331E-1,-5.643264771E-2,9.800719299E0
1.115755312E1,-4.637356567E-1,-5.867797852E-2,9.799970856E0
1.125716213E1,-4.559518433E-1,-3.787124634E-2,9.810000000E0
1.135677213E1,-4.870870972E-1,-5.134323120E-2,9.831106110E0
1.145638113E1,-4.653822327E-1,-3.936813354E-2,9.836943970E0
1.155599012E1,-4.831951904E-1,-5.643264771E-2,9.802964630E0
1.165559913E1,-4.873864746E-1,-5.643264771E-2,9.807006226E0
1.175520812E1,-4.541555786E-1,-4.490661621E-2,9.813293152E0
1.185481713E1,-4.769082642E-1,-6.047424316E-2,9.810299377E0
1.195442625E1,-4.680766296E-1,-6.945556641E-2,9.822873230E0
1.205403525E1,-4.403842163E-1,-6.391708374E-2,9.816885681E0
1.215364425E1,-4.734654236E-1,-5.688171387E-2,9.817334747E0
1.225325325E1,-4.707710266E-1,-5.897735596E-2,9.823921051E0
1.235286225E1,-4.849914551E-1,-4.954696655E-2,9.827064514E0
1.245247125E1,-4.631369019E-1,-5.224136353E-2,9.812395020E0
1.255208025E1,-4.805007935E-1,-5.867797852E-2,9.827812958E0
1.265168925E1,-4.610412598E-1,-5.658233643E-2,9.830657043E0
1.275129825E1,-3.749702454E-1,-5.433700562E-2,9.827962646E0
1.285090725E1,-6.024971008E-1,-7.244934082E-2,9.735005951E0
1.295051658E1,-3.134481812E-1,-1.188528442E-1,9.813442841E0
1.305012658E1,-4.746629333E-1,-5.733078003E-2,9.799072723E0
1.314973558E1,-4.246669006E-1,-8.472381592E-2,9.812694397E0
1.324934458E1,-2.909948730E-1,-5.388793945E-2,9.988728333E0
1.334895358E1,-5.703140259E-1,-3.532653809E-2,9.755363617E0
1.344856258E1,-2.427951050E-1,-6.242019653E-2,9.858199768E0
1.354817158E1,-6.251000977E-1,-2.993774414E-2,9.717342682E0
1.364778058E1,-3.409909058E-1,-6.421646118E-2,9.855655060E0
1.374738958E1,-3.793112183E-1,-2.724334717E-2,9.861343231E0
1.384699858E1,-7.379653931E-1,2.784210205E-2,9.872420197E0
1.394660708E1,-6.460565186E-1,-1.886077881E-2,9.799970856E0
1.404621608E1,-1.001866608E0,1.212478638E-2,9.724527740E0
1.414582508E1,-1.154549103E0,1.182540894E-2,9.650431824E0
1.424543408E1,-8.984317017E-1,-4.370910645E-2,9.692644043E0
1.434504308E1,-6.646179199E-1,-5.044509888E-2,9.813143463E0
1.444465208E1,-2.808160400E-1,-7.454498291E-2,9.775870972E0
1.454426108E1,-3.519181824E-1,-4.355941772E-2,9.882000275E0
1.464387008E1,-6.129753113E-1,-6.212081909E-2,9.813891907E0
1.474347908E1,-3.995191956E-1,-6.556365967E-2,9.856104126E0
1.484308908E1,-4.541555786E-1,-5.568420410E-2,9.837393036E0
1.494269896E1,-4.188290405E-1,-3.697311401E-2,9.824220428E0
1.504230796E1,-3.899391174E-1,-6.676116943E-2,9.827962646E0
1.514191696E1,-5.156776428E-1,-5.733078003E-2,9.778715057E0
1.524152596E1,-5.583389282E-1,-4.056564331E-2,9.793234863E0
1.534113496E1,-3.758683777E-1,-8.292755127E-2,9.799671478E0
1.544074396E1,-5.333409119E-1,-7.379653931E-2,9.848170624E0
1.554035296E1,-1.742376709E-1,-8.652008057E-2,9.808652802E0
1.563996196E1,3.802093506E-2,-5.538482666E-2,9.846973114E0
1.573957096E1,-1.574725342E-1,-4.311035156E-2,9.907597046E0
1.583917996E1,-2.097138977E-1,-4.954696655E-2,9.874815216E0
1.593878783E1,-4.092489624E-1,-4.864883423E-2,9.847871246E0
1.603839683E1,-4.314028931E-1,-5.149291992E-2,9.832303619E0
1.613800583E1,-4.598437500E-1,-4.565505981E-2,9.843230896E0
1.623761483E1,-3.971241760E-1,-4.610412598E-2,9.865085449E0
1.633722383E1,-4.782554626E-1,-5.718109131E-2,9.828411713E0
1.643683283E1,-4.673281860E-1,-4.894821167E-2,9.792187042E0
1.653644183E1,-5.207670593E-1,-3.727249146E-2,9.799970856E0
1.663605083E1,-4.525090027E-1,-4.670288086E-2,9.808802490E0
1.673565983E1,-4.195774841E-1,-5.149291992E-2,9.809251556E0
1.683526883E1,-4.176315308E-1,-5.059478760E-2,9.829908600E0
1.693487846E1,-5.126838684E-1,-5.358856201E-2,9.814041595E0
1.703448746E1,-4.941224670E-1,-4.520599365E-2,9.825717316E0
1.713409646E1,-4.471202087E-1,-4.730163574E-2,9.818981323E0
1.723370546E1,-4.679269409E-1,-5.598358154E-2,9.817783813E0
1.733331446E1,-4.873864746E-1,-4.221221924E-2,9.815388794E0
1.743292346E1,-4.950205994E-1,-5.224136353E-2,9.819280701E0
1.753253246E1,-4.879852295E-1,-4.430786133E-2,9.828711090E0
1.763214146E1,-4.736151123E-1,-5.194198608E-2,9.817783813E0
1.773175046E1,-4.632865906E-1,-3.367996216E-2,9.812544708E0
1.783135946E1,-4.673281860E-1,-5.867797852E-2,9.815987549E0
1.793096871E1,-4.725672913E-1,-6.571334839E-2,9.828112335E0
1.803057771E1,-4.906796265E-1,-5.358856201E-2,9.810449066E0
1.813018671E1,-4.861889648E-1,-6.840774536E-2,9.824220428E0
1.822979571E1,-4.987628174E-1,-5.852828979E-2,9.810149689E0
1.832940471E1,-5.198689270E-1,-4.790039063E-2,9.817634125E0
1.842901371E1,-4.846920776E-1,-5.373825073E-2,9.819131012E0
1.852862271E1,-4.941224670E-1,-4.326004028E-2,9.803563385E0
1.862823171E1,-4.802014160E-1,-5.897735596E-2,9.799970856E0
1.872784071E1,-4.647834778E-1,-3.697311401E-2,9.805209961E0
1.882744971E1,-4.837939453E-1,-4.041595459E-2,9.799222412E0
1.892705846E1,-4.370910645E-1,-5.343887329E-2,9.804012451E0
1.902666746E1,-4.799020386E-1,-5.897735596E-2,9.818382568E0
1.912627646E1,-4.683760071E-1,-4.281097412E-2,9.787247314E0
1.922588546E1,-4.884342957E-1,-4.924758911E-2,9.818831635E0
1.932549446E1,-4.486170959E-1,-5.628295898E-2,9.816735992E0
1.942510346E1,-4.532574463E-1,-4.370910645E-2,9.802964630E0
1.952471246E1,-4.596940613E-1,-6.301895142E-2,9.809700623E0
1.962432146E1,-4.773573303E-1,-4.745132446E-2,9.815688171E0
1.972393046E1,-4.549040222E-1,-5.373825073E-2,9.832902374E0
1.982353946E1,-4.914280701E-1,-5.119354248E-2,9.806257782E0
1.992314833E1,-4.668791199E-1,-5.733078003E-2,9.812095642E0
2.002275733E1,-4.529580688E-1,-4.520599365E-2,9.790241089E0
2.012236633E1,-4.746629333E-1,-4.625381470E-2,9.813592529E0
2.022197533E1,-4.805007935E-1,-5.134323120E-2,9.821526031E0
2.032158433E1,-4.896318054E-1,-5.149291992E-2,9.811496887E0
2.042119333E1,-4.929249573E-1,-5.852828979E-2,9.820029144E0
2.052080133E1,-4.646337891E-1,-6.301895142E-2,9.832752686E0
2.062041033E1,-5.197192383E-1,-5.822891235E-2,9.830507355E0
2.072001933E1,-4.999603271E-1,-6.691085815E-2,9.817933502E0
2.081962833E1,-4.784051514E-1,-5.628295898E-2,9.836794281E0
2.091923771E1,-4.647834778E-1,-5.613327026E-2,9.825867004E0
2.101884671E1,-4.559518433E-1,-5.478607178E-2,9.824519806E0
2.111845571E1,-4.468208313E-1,-5.718109131E-2,9.830507355E0
2.121806471E1,-4.575984192E-1,-6.002517700E-2,9.821226654E0
2.131767371E1,-4.676275635E-1,-4.326004028E-2,9.828262024E0
2.141728271E1,-4.752616882E-1,-4.415817261E-2,9.826316071E0
2.151689171E1,-5.138813782E-1,-4.924758911E-2,9.813891907E0
2.161650071E1,-4.778063965E-1,-5.508544922E-2,9.794432373E0
2.171610971E1,-4.965174866E-1,-5.493576050E-2,9.825717316E0
2.181571771E1,-4.592449951E-1,-5.792953491E-2,9.813592529E0
2.191532608E1,-5.077441406E-1,-6.511459351E-2,9.820478210E0
2.201493508E1,-5.074447632E-1,-5.957611084E-2,9.807155914E0
2.211454408E1,-4.995112610E-1,-5.179229736E-2,9.776020660E0
2.221415308E1,-4.664300537E-1,-3.562591553E-2,9.833650818E0
2.231376208E1,-4.427792358E-1,-4.879852295E-2,9.815837860E0
2.241337108E1,-4.736151123E-1,-4.415817261E-2,9.801467743E0
2.251298008E1,-4.656816101E-1,-4.026626587E-2,9.794132996E0
2.261258808E1,-4.575984192E-1,-6.197113037E-2,9.806108093E0
2.271219708E1,-4.822970581E-1,-3.712280273E-2,9.806557159E0
2.281180608E1,-4.640350342E-1,-4.834945679E-2,9.814191284E0
2.291141508E1,-4.595443726E-1,-4.400848389E-2,9.816735992E0
2.301102408E1,-4.773573303E-1,-5.703140259E-2,9.819729767E0
2.311063308E1,-4.950205994E-1,-4.879852295E-2,9.799821167E0
2.321024208E1,-4.662803650E-1,-6.331832886E-2,9.832902374E0
2.330985008E1,-4.887336731E-1,-4.939727783E-2,9.811945953E0
2.340945908E1,-4.754113770E-1,-5.209167480E-2,9.821526031E0
2.350906808E1,-4.766088867E-1,-4.969665527E-2,9.813143463E0
2.360867708E1,-4.722679138E-1,-4.056564331E-2,9.806557159E0
2.370828608E1,-5.143304443E-1,-4.535568237E-2,9.802216187E0
2.380789508E1,-4.824467468E-1,4.131408691E-2,9.824968872E0
2.390750271E1,-4.516108704E-1,9.595046997E-2,9.804311829E0
2.400711171E1,-4.754113770E-1,1.823208618E-1,9.784702606E0
2.410672071E1,-4.176315308E-1,1.764830017E-1,9.828561401E0
2.420632971E1,-4.505630493E-1,1.914518738E-1,9.812844086E0
2.430593871E1,-4.569996643E-1,2.149530029E-1,9.825417938E0
2.440554671E1,-4.562512207E-1,2.612068176E-1,9.806108093E0
2.450515571E1,-4.715194702E-1,2.511776733E-1,9.804162140E0
2.460476471E1,-4.601431274E-1,3.200344849E-1,9.811047821E0
2.470437371E1,-4.463717651E-1,3.784130859E-1,9.849517822E0
2.480398271E1,-5.016069031E-1,3.399430847E-1,9.826914825E0
2.490359083E1,-4.623884583E-1,3.156935120E-1,9.839937744E0
2.500319983E1,-5.189707947E-1,2.677931213E-1,9.819729767E0
2.510280883E1,-4.897814941E-1,2.227368164E-1,9.802515564E0
2.520241783E1,-4.614903259E-1,2.008822632E-1,9.800719299E0
2.530202683E1,-4.721182251E-1,2.332150269E-1,9.786798248E0
2.540163483E1,-4.900808716E-1,2.784210205E-1,9.807305603E0
2.550124383E1,-4.731660461E-1,3.400927734E-1,9.828711090E0
2.560085283E1,-4.228706360E-1,3.929328918E-1,9.841734009E0
2.570046183E1,-4.788542175E-1,4.155358887E-1,9.778864746E0
2.580006983E1,-4.493655396E-1,4.201762390E-1,9.777667236E0
2.589967887E1,-4.514611816E-1,4.080514526E-1,9.812245331E0
2.599928788E1,-4.701722717E-1,4.276606750E-1,9.820328522E0
2.609889687E1,-4.736151123E-1,4.147874451E-1,9.818232880E0
2.619850488E1,-4.879852295E-1,3.749702454E-1,9.813742218E0
2.629811388E1,-4.653822327E-1,3.402424622E-1,9.827513580E0
2.639772288E1,-4.691244507E-1,4.519102478E-1,9.820328522E0
2.649733088E1,-4.378395081E-1,5.980064392E-1,9.807155914E0
2.659693987E1,-4.327500916E-1,6.511459351E-1,9.786648560E0
2.669654888E1,-4.471202087E-1,5.941145325E-1,9.810000000E0
2.679615788E1,-4.291575623E-1,5.019062805E-1,9.813293152E0
2.689576621E1,-4.622387695E-1,5.126838684E-1,9.810149689E0
2.699537521E1,-4.727169800E-1,5.098397827E-1,9.801467743E0
2.709498421E1,-4.721182251E-1,5.541476440E-1,9.788444824E0
2.719459221E1,-4.120930481E-1,6.017486572E-1,9.810598755E0
2.729420121E1,-4.793032837E-1,6.328839111E-1,9.823771362E0
2.739381021E1,-4.261637878E-1,6.242019653E-1,9.837093658E0
2.749341821E1,-4.709207153E-1,5.902226257E-1,9.808503113E0
2.759302721E1,-4.641847229E-1,5.489085388E-1,9.796977081E0
2.769263621E1,-4.613406372E-1,5.010081482E-1,9.799521790E0
2.779224421E1,-4.517605591E-1,4.803511047E-1,9.813143463E0
2.789185321E1,-4.863386536E-1,4.824467468E-1,9.795180817E0
2.799146221E1,-4.391867065E-1,4.617897034E-1,9.806257782E0
2.809107121E1,-4.535568237E-1,4.873864746E-1,9.805359650E0
2.819067921E1,-4.245172119E-1,5.026547241E-1,9.847272491E0
2.829028821E1,-4.029620361E-1,4.936734009E-1,9.827064514E0
2.838989621E1,-4.273612976E-1,4.805007935E-1,9.831854553E0
2.848950521E1,-3.855981445E-1,4.926255798E-1,9.839039612E0
2.858911421E1,-4.143383789E-1,4.652325439E-1,9.848170624E0
2.868872221E1,-4.781057739E-1,4.438270569E-1,9.843829651E0
2.878833121E1,-5.095404053E-1,4.793032837E-1,9.850565643E0
2.888794008E1,-3.999682617E-1,4.689747620E-1,9.825417938E0
2.898754808E1,-4.565505981E-1,4.354444885E-1,9.812544708E0
2.908715708E1,-4.526586914E-1,4.363426208E-1,9.814490662E0
2.918676608E1,-5.724096680E-1,4.007167053E-1,9.834548950E0
2.928637408E1,-4.493655396E-1,3.559597778E-1,9.824819183E0
2.938598308E1,-4.785548401E-1,3.770658875E-1,9.810000000E0
2.948559108E1,-4.716691589E-1,4.450245667E-1,9.817484436E0
2.958520008E1,-4.700225830E-1,4.694238281E-1,9.812844086E0
2.968480908E1,-4.074526978E-1,4.891827393E-1,9.845925293E0
2.978441708E1,-4.442761230E-1,4.963677979E-1,9.825867004E0
2.988402633E1,-4.896318054E-1,5.511538696E-1,9.812395020E0
2.998363533E1,-5.390290833E-1,6.415658569E-1,9.850565643E0
3.008324333E1,-5.501060486E-1,6.224057007E-1,9.851014709E0
3.018285233E1,-4.340972900E-1,5.394781494E-1,9.835746460E0
3.028246033E1,-3.927832031E-1,5.349874878E-1,9.764644318E0
3.038206933E1,-4.385879517E-1,5.402265930E-1,9.852810974E0
3.048167833E1,-4.191284180E-1,5.215155029E-1,9.784403229E0
3.058128633E1,-4.561015320E-1,5.770500183E-1,9.780062256E0
3.068089533E1,-4.810995483E-1,6.376739502E-1,9.756112061E0
3.078050333E1,-4.601431274E-1,6.821315002E-1,9.834998016E0
3.088011233E1,-4.372407532E-1,7.051835632E-1,9.832453308E0
3.097972133E1,-2.995271301E-1,6.568341064E-1,9.934541016E0
3.107932933E1,-4.968168640E-1,6.518943787E-1,9.847721558E0
3.117893833E1,-2.703378296E-1,5.867797852E-1,9.805209961E0
3.127854633E1,-3.592529297E-1,5.652246094E-1,9.816137238E0
3.137815533E1,-3.394940186E-1,5.236111450E-1,9.765093384E0
3.147776333E1,-5.444178772E-1,4.849914551E-1,9.784103851E0
3.157737233E1,-3.817062378E-1,5.375321960E-1,9.885592804E0
3.167698033E1,-2.471360779E-1,5.589376831E-1,9.925709381E0
3.177658933E1,-3.960763550E-1,5.402265930E-1,9.750573578E0
3.187619658E1,-4.019142151E-1,5.093907166E-1,9.743538208E0
3.197580558E1,-5.553451538E-1,4.884342957E-1,9.822274475E0
3.207541458E1,-6.152206421E-1,4.764591980E-1,9.854307861E0
3.217502258E1,-5.767506409E-1,4.662803650E-1,9.814939728E0
3.227463158E1,-5.334906006E-1,4.561015320E-1,9.841883698E0
3.237423958E1,-4.975653076E-1,4.674778748E-1,9.820927277E0
3.247384858E1,-4.593946838E-1,4.555027771E-1,9.816436615E0
3.257345658E1,-4.924758911E-1,4.827461243E-1,9.803114319E0
3.267306558E1,-3.697311401E-1,4.676275635E-1,9.845775604E0
3.277267358E1,-4.546046448E-1,4.692741394E-1,9.804012451E0
3.287228258E1,-4.608915710E-1,4.999603271E-1,9.796528015E0
3.297189096E1,-5.321434021E-1,5.554948425E-1,9.763147430E0
3.307149896E1,-4.894821167E-1,5.291496277E-1,9.831106110E0
3.317110796E1,-5.514532471E-1,4.932243347E-1,9.872420197E0
3.327071596E1,-4.577481079E-1,5.213658142E-1,9.841584320E0
3.337032496E1,-5.147795105E-1,5.562432861E-1,9.817634125E0
3.346993296E1,-5.309458923E-1,5.899232483E-1,9.802365875E0
3.356954196E1,-5.845344543E-1,5.242098999E-1,9.809550934E0
3.366914996E1,-6.965016174E-1,4.987628174E-1,9.969418488E0
3.376875896E1,-6.339317322E-1,4.626878357E-1,9.956994324E0
3.386836696E1,-6.313870239E-1,4.897814941E-1,9.886640625E0
3.396797596E1,-4.825964355E-1,5.504054260E-1,9.832303619E0
3.406758396E1,-4.769082642E-1,5.593867493E-1,9.865534515E0
3.416719196E1,-6.358776855E-1,5.613327026E-1,9.752369843E0
3.426680096E1,-7.819738770E-1,5.978567505E-1,9.743238831E0
3.436640896E1,-8.264314270E-1,6.044430542E-1,9.729766846E0
3.446601796E1,-6.798861694E-1,5.909710693E-1,9.691895599E0
3.456562596E1,-6.110293579E-1,5.739065552E-1,9.661209412E0
3.466523496E1,-5.816903687E-1,5.463638306E-1,9.700727234E0
3.476484296E1,-6.030958557E-1,5.287005615E-1,9.793384552E0
3.486445196E1,-5.625302124E-1,5.194198608E-1,9.838889923E0
3.496406033E1,-5.545967102E-1,5.080435181E-1,9.866582336E0
3.506366933E1,-4.827461243E-1,5.041516113E-1,9.844278717E0
3.516327733E1,-4.710704041E-1,5.369334412E-1,9.845027161E0
3.526288533E1,-4.489164734E-1,5.230123901E-1,9.812844086E0
3.536249433E1,-3.888912964E-1,5.093907166E-1,9.823322296E0
3.546210233E1,-5.334906006E-1,5.267546082E-1,9.835447083E0
3.556171133E1,-4.337979126E-1,5.129832458E-1,9.895172882E0
3.566131933E1,-5.240602112E-1,4.867877197E-1,9.886041870E0
3.576092833E1,-4.592449951E-1,4.415817261E-1,9.814939728E0
3.586053633E1,-5.731581116E-1,4.381388855E-1,9.777517548E0
3.596014446E1,-5.034031677E-1,4.564009094E-1,9.780361633E0
3.605975346E1,-5.236111450E-1,4.751119995E-1,9.863289185E0
3.615936146E1,-5.430706787E-1,5.269042969E-1,9.979597321E0
3.625897046E1,-4.775070190E-1,5.245092773E-1,9.875563660E0
3.635857846E1,-8.669970703E-1,5.153782654E-1,9.711355133E0
3.645818646E1,-7.688012695E-1,5.355862427E-1,9.735754395E0
3.655779546E1,-7.927514648E-1,5.396278381E-1,9.640702057E0
3.665740346E1,-7.014413452E-1,5.150788879E-1,9.659263458E0
3.675701246E1,-8.027806091E-1,5.246589661E-1,9.667047272E0
3.685662046E1,-6.792874146E-1,4.956193542E-1,9.726324005E0
3.695622883E1,-6.770420837E-1,5.159770203E-1,9.748028870E0
3.705583683E1,-6.245013428E-1,5.108876038E-1,9.735305328E0
3.715544483E1,-5.260061646E-1,5.040019226E-1,9.910890198E0
3.725505383E1,-4.212240601E-1,5.596861267E-1,9.885143738E0
3.735466183E1,-3.306623840E-1,5.414241028E-1,9.933343506E0
3.745427083E1,-4.080514526E-1,5.367837524E-1,9.902956696E0
3.755387883E1,-3.728746033E-1,5.348377991E-1,9.831854553E0
3.765348783E1,-4.784051514E-1,5.037025452E-1,9.832902374E0
3.775309583E1,-4.421804810E-1,5.117857361E-1,9.890682220E0
3.785270383E1,-3.966751099E-1,5.339396667E-1,9.901759186E0
3.795231313E1,-4.769082642E-1,5.610333252E-1,9.851763153E0
3.805192113E1,-5.357359314E-1,5.550457764E-1,9.807904358E0
3.815153013E1,-6.041436768E-1,5.373825073E-1,9.802665253E0
3.825113813E1,-6.541397095E-1,5.153782654E-1,9.820478210E0
3.835074712E1,-7.265890503E-1,5.261558533E-1,9.722581787E0
3.845035513E1,-5.891748047E-1,5.348377991E-1,9.713600464E0
3.854996313E1,-6.791377258E-1,5.315446472E-1,9.724976807E0
3.864957212E1,-4.658312988E-1,5.183720398E-1,9.726773071E0
3.874918013E1,-5.357359314E-1,4.787045288E-1,1.000369720E1
