"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.144482279E1,-1.642085266E-1,-6.048921204E-1,9.875413971E0
2.154451379E1,-1.627116394E-1,-6.098318481E-1,9.882299652E0
2.164420579E1,-1.450483704E-1,-6.030958557E-1,9.811945953E0
2.174389679E1,-1.401086426E-1,-6.059399414E-1,9.793983307E0
2.184358779E1,-1.615141296E-1,-6.152206421E-1,9.836494904E0
2.194327979E1,-1.233435059E-1,-6.354286194E-1,9.843679962E0
2.204297079E1,-7.424560547E-2,-6.087840271E-1,9.846823425E0
2.214266279E1,-6.436614990E-2,-6.135740662E-1,9.862241364E0
2.224235379E1,-7.484436035E-2,-6.068380737E-1,9.848769379E0
2.234204421E1,-9.145980835E-2,-6.095324707E-1,9.856852570E0
2.244173621E1,-1.161584473E-1,-6.001020813E-1,9.862391052E0
2.254142721E1,-9.774673462E-2,-6.071374512E-1,9.835147705E0
2.264111921E1,-3.323089600E-2,-6.092330933E-1,9.854457550E0
2.274081021E1,-2.993774414E-3,-6.089337158E-1,9.806257782E0
2.284050121E1,1.766326904E-2,-6.218069458E-1,9.812544708E0
2.294019321E1,-1.661544800E-2,-5.995033264E-1,9.803862762E0
2.303988421E1,3.098556519E-2,-5.998027039E-1,9.843679962E0
2.313957621E1,-5.837860107E-3,-5.932164001E-1,9.845176849E0
2.323926721E1,1.721420288E-2,-6.092330933E-1,9.840386810E0
2.333895792E1,-7.035369873E-3,-6.119274902E-1,9.804910583E0
2.343864992E1,3.787124634E-2,-5.902226257E-1,9.828561401E0
2.353834092E1,3.143463135E-2,-6.147715759E-1,9.851164398E0
2.363803192E1,5.748046875E-2,-6.195616150E-1,9.870773621E0
2.373772392E1,1.332229614E-2,-6.108796692E-1,9.880204010E0
2.383741492E1,4.116439819E-2,-6.239025879E-1,9.898016968E0
2.393710692E1,-1.347198486E-3,-6.185137939E-1,9.874665527E0
2.403679792E1,1.796264648E-2,-5.953120422E-1,9.855056305E0
2.413648892E1,1.990859985E-2,-5.981561279E-1,9.830357666E0
2.423618092E1,5.538482666E-3,-6.182144165E-1,9.840835876E0
2.433587217E1,2.739303589E-2,-6.177653503E-1,9.869875488E0
2.443556317E1,6.691085815E-2,-6.248007202E-1,9.913285217E0
2.453525517E1,7.200027466E-2,-6.213578796E-1,9.881700897E0
2.463494617E1,7.439529419E-2,-6.316864014E-1,9.872420197E0
2.473463817E1,8.038284302E-2,-6.330335999E-1,9.872869263E0
2.483432917E1,1.234931946E-1,-6.239025879E-1,9.822573853E0
